Time(s),Thrust(N)
41.37,5558.3259
41.4,5536.48343
41.43,5365.69309
41.46,5342.69577
41.49,5319.45901
41.52,5296.21582
41.55,5273.83776
41.58,5252.10156
41.61,5082.25176
41.64,5060.17962
41.67,5037.03068
41.7,5013.87541
41.73,4990.7298
41.76,4969.008
41.79,4800.00275
41.82,4778.39556
41.85,4755.71156
41.88,4732.60542
41.91,4709.49318
41.94,4686.96533
41.97,4591.97865
42.0,4497.16663
42.03,4475.38706
42.06,4452.32006
42.09,4429.24728
42.12,4406.16899
42.15,4311.41488
42.18,4217.12035
42.21,4195.61698
42.24,4173.4258
42.27,4150.50877
42.3,4127.58623
42.33,4032.43772
42.36,3938.61618
42.39,3917.17745
42.42,3895.73139
42.45,3873.12807
42.48,3850.27787
42.51,3755.38752
42.54,3661.36615
42.57,3640.0492
42.6,3618.72515
42.63,3597.19853
42.66,3574.45009
42.69,3480.06522
42.72,3385.85805
42.75,3364.34649
42.78,3343.13529
42.81,3321.91731
42.84,3300.10767
42.87,3206.26067
42.9,3112.59048
42.93,3090.16576
42.96,3068.98812
42.99,3047.80395
43.02,3026.61348
43.05,2933.64966
43.08,2840.41307
43.11,2817.95361
43.14,2795.86992
43.17,2774.70598
43.2,2753.53598
43.23,2661.92702
43.26,2569.32278
43.29,2546.96994
43.32,2524.61251
43.35,2502.90197
43.38,2481.83568
43.41,2390.72708
43.44,2299.66248
43.47,2277.38923
43.5,2255.11169
43.53,2232.82993
43.56,2211.37792
43.59,2120.67115
43.62,2030.13317
43.65,2008.84765
43.68,1986.59729
43.71,1964.34286
43.74,1942.08472
43.77,1851.62147
43.8,1761.54282
43.83,1740.65908
43.86,1719.28132
43.89,1697.13928
43.92,1674.99363
43.95,1583.98557
43.98,1494.30566
44.01,1473.49477
44.04,1452.67876
44.07,1431.23574
44.1,1409.15133
44.13,1318.59228
44.16,1228.24796
44.19,1207.5216
44.22,1186.79027
44.25,1166.05396
44.28,1076.50534
44.31,1054.62181
44.34,964.7595
44.37,943.04068
44.4,922.43181
44.43,901.81803
44.46,813.4555
44.49,724.5174
44.52,702.78657
44.55,681.05257
44.58,659.45131
44.61,638.95172
44.64,551.08575
44.67,463.38444
44.7,442.26492
44.73,420.67424
44.76,399.08059
44.79,377.59964
44.82,290.18722
44.85,202.93887
44.88,182.62033
44.91,161.60536
44.94,140.08841
44.97,118.56878
45.0,30.50889
45.03,0
