Time(s),Thrust(N),,Data Max,94765.72156,Time Normalized 0-1,Thrust Normalized 0-1,,,
14.73,40837.6152,,,,0.295783133,0.430932351,,,
14.76,40893.56423,,,,0.296385542,0.431522744,,,
14.79,40949.49619,,,,0.296987952,0.432112957,,,
14.82,41005.41105,,,,0.297590361,0.43270299,,,
14.85,41061.30884,,,,0.298192771,0.433292842,,,
14.88,41117.18954,,,,0.298795181,0.433882514,,,
14.91,41173.05315,,,,0.29939759,0.434472006,,,
14.94,41228.89969,,,,0.3,0.435061318,,,
14.97,41284.72915,,,,0.30060241,0.435650449,,,
15,41340.54153,,,,0.301204819,0.4362394,,,
15.03,41396.33683,,,,0.301807229,0.436828171,,,
15.06,41452.11506,,,,0.302409639,0.437416762,,,
15.09,41507.87621,,,,0.303012048,0.438005172,,,
15.12,41563.62029,,,,0.303614458,0.438593403,,,
15.15,41619.3473,,,,0.304216867,0.439181453,,,
15.18,41675.05724,,,,0.304819277,0.439769323,,,
15.21,41730.7501,,,,0.305421687,0.440357013,,,
15.24,41786.4259,,,,0.306024096,0.440944523,,,
15.27,41842.08463,,,,0.306626506,0.441531853,,,
15.3,41897.72629,,,,0.307228916,0.442119003,,,
15.33,41953.35089,,,,0.307831325,0.442705972,,,
15.36,42008.95843,,,,0.308433735,0.443292762,,,
15.39,42064.5489,,,,0.309036145,0.443879371,,,
15.42,42120.12231,,,,0.309638554,0.444465801,,,
15.45,42175.67866,,,,0.310240964,0.44505205,,,
15.48,42231.21795,,,,0.310843373,0.44563812,,,
15.51,42286.74018,,,,0.311445783,0.446224009,,,
15.54,42342.24535,,,,0.312048193,0.446809718,,,
15.57,42397.73347,,,,0.312650602,0.447395248,,,
15.6,42453.20454,,,,0.313253012,0.447980597,,,
15.63,42508.65855,,,,0.313855422,0.448565767,,,
15.66,42564.09551,,,,0.314457831,0.449150756,,,
15.69,42619.51541,,,,0.315060241,0.449735566,,,
15.72,42674.91827,,,,0.315662651,0.450320196,,,
15.75,42730.30408,,,,0.31626506,0.450904645,,,
15.78,42785.67284,,,,0.31686747,0.451488915,,,
15.81,42841.02455,,,,0.31746988,0.452073005,,,
15.84,42896.35922,,,,0.318072289,0.452656916,,,
15.87,42951.67684,,,,0.318674699,0.453240646,,,
15.9,43006.97742,,,,0.319277108,0.453824196,,,
15.93,43062.26096,,,,0.319879518,0.454407567,,,
15.96,43117.52746,,,,0.320481928,0.454990758,,,
15.99,43172.77692,,,,0.321084337,0.455573769,,,
16.02,43228.00933,,,,0.321686747,0.4561566,,,
16.05,43283.22472,,,,0.322289157,0.456739251,,,
16.08,43338.42306,,,,0.322891566,0.457321723,,,
16.11,43393.60437,,,,0.323493976,0.457904015,,,
16.14,43448.76865,,,,0.324096386,0.458486127,,,
16.17,43503.91589,,,,0.324698795,0.459068059,,,
16.2,43559.0461,,,,0.325301205,0.459649812,,,
16.23,43614.15928,,,,0.325903614,0.460231385,,,
16.26,43669.25543,,,,0.326506024,0.460812778,,,
16.29,43724.33455,,,,0.327108434,0.461393992,,,
16.32,43779.39664,,,,0.327710843,0.461975026,,,
16.35,43834.44171,,,,0.328313253,0.46255588,,,
16.38,43889.46975,,,,0.328915663,0.463136554,,,
16.41,43944.48077,,,,0.329518072,0.463717049,,,
16.44,43999.47476,,,,0.330120482,0.464297364,,,
16.47,44054.45174,,,,0.330722892,0.4648775,,,
16.5,44109.41169,,,,0.331325301,0.465457456,,,
16.53,44164.35462,,,,0.331927711,0.466037233,,,
16.56,44219.28053,,,,0.33253012,0.466616829,,,
16.59,44274.18943,,,,0.33313253,0.467196247,,,
16.62,44329.08131,,,,0.33373494,0.467775484,,,
16.65,44383.95618,,,,0.334337349,0.468354543,,,
16.68,44438.81403,,,,0.334939759,0.468933421,,,
16.71,44493.65486,,,,0.335542169,0.46951212,,,
16.74,44548.47869,,,,0.336144578,0.47009064,,,
16.77,44603.2855,,,,0.336746988,0.47066898,,,
16.8,44658.07531,,,,0.337349398,0.471247141,,,
16.83,44712.8481,,,,0.337951807,0.471825122,,,
16.86,44767.60389,,,,0.338554217,0.472402923,,,
16.89,44822.34267,,,,0.339156627,0.472980545,,,
16.92,44877.06445,,,,0.339759036,0.473557988,,,
16.95,44931.76922,,,,0.340361446,0.474135251,,,
16.98,44986.45699,,,,0.340963855,0.474712335,,,
17.01,45041.12775,,,,0.341566265,0.47528924,,,
17.04,45095.78152,,,,0.342168675,0.475865965,,,
17.07,45150.41828,,,,0.342771084,0.47644251,,,
17.1,45205.03805,,,,0.343373494,0.477018877,,,
17.13,45259.64082,,,,0.343975904,0.477595064,,,
17.16,45314.22659,,,,0.344578313,0.478171071,,,
17.19,45368.79536,,,,0.345180723,0.478746899,,,
17.22,45423.34714,,,,0.345783133,0.479322548,,,
17.25,45477.88193,,,,0.346385542,0.479898018,,,
17.28,45532.39972,,,,0.346987952,0.480473308,,,
17.31,45586.90053,,,,0.347590361,0.481048419,,,
17.34,45641.38434,,,,0.348192771,0.481623351,,,
17.37,45695.85116,,,,0.348795181,0.482198103,,,
17.4,45750.30099,,,,0.34939759,0.482772676,,,
17.43,45804.73384,,,,0.35,0.48334707,,,
17.46,45859.1497,,,,0.35060241,0.483921284,,,
17.49,45913.54858,,,,0.351204819,0.48449532,,,
17.52,45967.93047,,,,0.351807229,0.485069176,,,
17.55,46022.29537,,,,0.352409639,0.485642853,,,
17.58,46076.6433,,,,0.353012048,0.486216351,,,
17.61,46130.97425,,,,0.353614458,0.486789669,,,
17.64,46185.28821,,,,0.354216867,0.487362809,,,
17.67,46239.5852,,,,0.354819277,0.487935769,,,
17.7,46293.8652,,,,0.355421687,0.48850855,,,
17.73,46348.12824,,,,0.356024096,0.489081152,,,
17.76,46402.37429,,,,0.356626506,0.489653574,,,
17.79,46456.60337,,,,0.357228916,0.490225818,,,
17.82,46510.81548,,,,0.357831325,0.490797883,,,
17.85,46565.01061,,,,0.358433735,0.491369768,,,
17.88,46619.18878,,,,0.359036145,0.491941474,,,
17.91,46673.34997,,,,0.359638554,0.492513002,,,
17.94,46727.49419,,,,0.360240964,0.49308435,,,
17.97,46781.62144,,,,0.360843373,0.493655519,,,
18,46835.73173,,,,0.361445783,0.494226509,,,
18.03,46889.82505,,,,0.362048193,0.49479732,,,
18.06,46943.90141,,,,0.362650602,0.495367952,,,
18.09,46997.9608,,,,0.363253012,0.495938405,,,
18.12,47052.00322,,,,0.363855422,0.496508679,,,
18.15,47106.02869,,,,0.364457831,0.497078774,,,
18.18,47160.03719,,,,0.365060241,0.49764869,,,
18.21,47214.02873,,,,0.365662651,0.498218427,,,
18.24,47268.00332,,,,0.36626506,0.498787985,,,
18.27,47321.96094,,,,0.36686747,0.499357364,,,
18.3,47375.90161,,,,0.36746988,0.499926564,,,
18.33,47429.82532,,,,0.368072289,0.500495586,,,
18.36,47483.73207,,,,0.368674699,0.501064428,,,
18.39,47537.62188,,,,0.369277108,0.501633092,,,
18.42,47591.49472,,,,0.369879518,0.502201576,,,
18.45,47645.35062,,,,0.370481928,0.502769882,,,
18.48,47699.18957,,,,0.371084337,0.503338009,,,
18.51,47753.01156,,,,0.371686747,0.503905956,,,
18.54,47806.81661,,,,0.372289157,0.504473726,,,
18.57,47860.6047,,,,0.372891566,0.505041316,,,
18.6,47914.37585,,,,0.373493976,0.505608727,,,
18.63,47968.13006,,,,0.374096386,0.50617596,,,
18.66,48021.86731,,,,0.374698795,0.506743013,,,
18.69,48075.58763,,,,0.375301205,0.507309888,,,
18.72,48129.291,,,,0.375903614,0.507876585,,,
18.75,48182.97743,,,,0.376506024,0.508443102,,,
18.78,48236.64692,,,,0.377108434,0.509009441,,,
18.81,48290.29946,,,,0.377710843,0.5095756,,,
18.84,48343.93507,,,,0.378313253,0.510141582,,,
18.87,48397.55374,,,,0.378915663,0.510707384,,,
18.9,48451.15547,,,,0.379518072,0.511273008,,,
18.93,48504.74027,,,,0.380120482,0.511838452,,,
18.96,48558.30813,,,,0.380722892,0.512403719,,,
18.99,48611.85905,,,,0.381325301,0.512968806,,,
19.02,48665.39305,,,,0.381927711,0.513533715,,,
19.05,48718.91011,,,,0.38253012,0.514098445,,,
19.08,48772.41024,,,,0.38313253,0.514662997,,,
19.11,48825.89343,,,,0.38373494,0.515227369,,,
19.14,48879.3597,,,,0.384337349,0.515791564,,,
19.17,48932.80904,,,,0.384939759,0.516355579,,,
19.2,48986.24146,,,,0.385542169,0.516919416,,,
19.23,49039.65694,,,,0.386144578,0.517483074,,,
19.26,49093.0555,,,,0.386746988,0.518046554,,,
19.29,49146.43714,,,,0.387349398,0.518609855,,,
19.32,49199.80185,,,,0.387951807,0.519172978,,,
19.35,49253.14964,,,,0.388554217,0.519735922,,,
19.38,49306.48051,,,,0.389156627,0.520298687,,,
19.41,49359.79446,,,,0.389759036,0.520861274,,,
19.44,49413.09148,,,,0.390361446,0.521423682,,,
19.47,49466.37159,,,,0.390963855,0.521985912,,,
19.5,49519.63478,,,,0.391566265,0.522547963,,,
19.53,49572.88106,,,,0.392168675,0.523109836,,,
19.56,49626.11042,,,,0.392771084,0.52367153,,,
19.59,49679.32286,,,,0.393373494,0.524233046,,,
19.62,49732.51839,,,,0.393975904,0.524794383,,,
19.65,49785.697,,,,0.394578313,0.525355542,,,
19.68,49838.85871,,,,0.395180723,0.525916522,,,
19.71,49892.0035,,,,0.395783133,0.526477324,,,
19.74,49945.13138,,,,0.396385542,0.527037947,,,
19.77,49998.24235,,,,0.396987952,0.527598392,,,
19.8,50051.33642,,,,0.397590361,0.528158659,,,
19.83,50104.41358,,,,0.398192771,0.528718747,,,
19.86,50157.47383,,,,0.398795181,0.529278657,,,
19.89,50210.51717,,,,0.39939759,0.529838388,,,
19.92,50263.54361,,,,0.4,0.530397941,,,
19.95,50316.55315,,,,0.40060241,0.530957316,,,
19.98,50369.54578,,,,0.401204819,0.531516512,,,
20.01,50422.52152,,,,0.401807229,0.53207553,,,
20.04,50475.48035,,,,0.402409639,0.532634369,,,
20.07,50528.42228,,,,0.403012048,0.533193031,,,
20.1,50581.34731,,,,0.403614458,0.533751513,,,
20.13,50634.25545,,,,0.404216867,0.534309818,,,
20.16,50687.14669,,,,0.404819277,0.534867944,,,
20.19,50740.02103,,,,0.405421687,0.535425892,,,
20.22,50792.87847,,,,0.406024096,0.535983662,,,
20.25,50845.71903,,,,0.406626506,0.536541253,,,
20.28,50898.54268,,,,0.407228916,0.537098667,,,
20.31,50951.34945,,,,0.407831325,0.537655901,,,
20.34,51004.13932,,,,0.408433735,0.538212958,,,
20.37,51056.91231,,,,0.409036145,0.538769836,,,
20.4,51109.6684,,,,0.409638554,0.539326537,,,
20.43,51162.40761,,,,0.410240964,0.539883059,,,
20.46,51215.12993,,,,0.410843373,0.540439402,,,
20.49,51267.83536,,,,0.411445783,0.540995568,,,
20.52,51320.5239,,,,0.412048193,0.541551555,,,
20.55,51373.19556,,,,0.412650602,0.542107365,,,
20.58,51425.85034,,,,0.413253012,0.542662996,,,
20.61,51478.48823,,,,0.413855422,0.543218448,,,
20.64,51531.10924,,,,0.414457831,0.543773723,,,
20.67,51583.71337,,,,0.415060241,0.54432882,,,
20.7,51636.30062,,,,0.415662651,0.544883738,,,
20.73,51688.87099,,,,0.41626506,0.545438479,,,
20.76,51741.42448,,,,0.41686747,0.545993041,,,
20.79,51793.96109,,,,0.41746988,0.546547425,,,
20.82,51846.48082,,,,0.418072289,0.547101631,,,
20.85,51898.98368,,,,0.418674699,0.547655659,,,
20.88,51951.46967,,,,0.419277108,0.548209509,,,
20.91,52003.93877,,,,0.419879518,0.548763181,,,
20.94,52056.39101,,,,0.420481928,0.549316674,,,
20.97,52108.82638,,,,0.421084337,0.54986999,,,
21,52161.24487,,,,0.421686747,0.550423128,,,
21.03,52213.64649,,,,0.422289157,0.550976087,,,
21.06,52266.03124,,,,0.422891566,0.551528869,,,
21.09,52318.39913,,,,0.423493976,0.552081473,,,
21.12,52370.75014,,,,0.424096386,0.552633898,,,
21.15,52423.08429,,,,0.424698795,0.553186146,,,
21.18,52475.40157,,,,0.425301205,0.553738216,,,
21.21,52527.70199,,,,0.425903614,0.554290107,,,
21.24,52579.98554,,,,0.426506024,0.554841821,,,
21.27,52632.25223,,,,0.427108434,0.555393357,,,
21.3,52684.50206,,,,0.427710843,0.555944715,,,
21.33,52736.73502,,,,0.428313253,0.556495895,,,
21.36,52788.95113,,,,0.428915663,0.557046897,,,
21.39,52841.15037,,,,0.429518072,0.557597721,,,
21.42,52893.33275,,,,0.430120482,0.558148367,,,
21.45,52945.49828,,,,0.430722892,0.558698835,,,
21.48,52997.64695,,,,0.431325301,0.559249126,,,
21.51,53049.77876,,,,0.431927711,0.559799238,,,
21.54,53101.89372,,,,0.43253012,0.560349173,,,
21.57,53153.99182,,,,0.43313253,0.56089893,,,
21.6,53206.07307,,,,0.43373494,0.561448509,,,
21.63,53258.13747,,,,0.434337349,0.56199791,,,
21.66,53310.18501,,,,0.434939759,0.562547133,,,
21.69,53362.21571,,,,0.435542169,0.563096179,,,
21.72,53414.22955,,,,0.436144578,0.563645047,,,
21.75,53466.22654,,,,0.436746988,0.564193737,,,
21.78,53518.20669,,,,0.437349398,0.564742249,,,
21.81,53570.16998,,,,0.437951807,0.565290583,,,
21.84,53622.11643,,,,0.438554217,0.565838739,,,
21.87,53674.04604,,,,0.439156627,0.566386718,,,
21.9,53725.95879,,,,0.439759036,0.566934519,,,
21.93,53777.85471,,,,0.440361446,0.567482143,,,
21.96,53829.73378,,,,0.440963855,0.568029588,,,
21.99,53881.59601,,,,0.441566265,0.568576856,,,
22.02,53933.4414,,,,0.442168675,0.569123946,,,
22.05,53985.26994,,,,0.442771084,0.569670858,,,
22.08,54037.08165,,,,0.443373494,0.570217593,,,
22.11,54088.87651,,,,0.443975904,0.57076415,,,
22.14,54140.65454,,,,0.444578313,0.571310529,,,
22.17,54192.41573,,,,0.445180723,0.571856731,,,
22.2,54244.16009,,,,0.445783133,0.572402755,,,
22.23,54295.88761,,,,0.446385542,0.572948601,,,
22.26,54347.59829,,,,0.446987952,0.57349427,,,
22.29,54399.29214,,,,0.447590361,0.574039761,,,
22.32,54450.96916,,,,0.448192771,0.574585074,,,
22.35,54502.62934,,,,0.448795181,0.57513021,,,
22.38,54554.2727,,,,0.44939759,0.575675168,,,
22.41,54605.89922,,,,0.45,0.576219949,,,
22.44,54657.50891,,,,0.45060241,0.576764552,,,
22.47,54709.10178,,,,0.451204819,0.577308977,,,
22.5,54760.67781,,,,0.451807229,0.577853225,,,
22.53,54812.23702,,,,0.452409639,0.578397295,,,
22.56,54863.7794,,,,0.453012048,0.578941188,,,
22.59,54915.30496,,,,0.453614458,0.579484903,,,
22.62,54966.81369,,,,0.454216867,0.580028441,,,
22.65,55018.3056,,,,0.454819277,0.580571801,,,
22.68,55069.78068,,,,0.455421687,0.581114983,,,
22.71,55121.23895,,,,0.456024096,0.581657988,,,
22.74,55172.68039,,,,0.456626506,0.582200816,,,
22.77,55224.10501,,,,0.457228916,0.582743466,,,
22.8,55275.51281,,,,0.457831325,0.583285938,,,
22.83,55326.90379,,,,0.458433735,0.583828233,,,
22.86,55378.27795,,,,0.459036145,0.584370351,,,
22.89,55429.6353,,,,0.459638554,0.584912291,,,
22.92,55480.97583,,,,0.460240964,0.585454054,,,
22.95,55532.29954,,,,0.460843373,0.585995639,,,
22.98,55583.60644,,,,0.461445783,0.586537047,,,
23.01,55634.89653,,,,0.462048193,0.587078277,,,
23.04,55686.1698,,,,0.462650602,0.58761933,,,
23.07,55737.42626,,,,0.463253012,0.588160205,,,
23.1,55788.66591,,,,0.463855422,0.588700904,,,
23.13,55839.88875,,,,0.464457831,0.589241424,,,
23.16,55891.09477,,,,0.465060241,0.589781768,,,
23.19,55942.28399,,,,0.465662651,0.590321934,,,
23.22,55993.4564,,,,0.46626506,0.590861922,,,
23.25,56044.61201,,,,0.46686747,0.591401734,,,
23.28,56095.7508,,,,0.46746988,0.591941367,,,
23.31,56146.87279,,,,0.468072289,0.592480824,,,
23.34,56197.97798,,,,0.468674699,0.593020103,,,
23.37,56249.06636,,,,0.469277108,0.593559205,,,
23.4,56300.13794,,,,0.469879518,0.59409813,,,
23.43,56351.19272,,,,0.470481928,0.594636877,,,
23.46,56402.23069,,,,0.471084337,0.595175447,,,
23.49,56453.25186,,,,0.471686747,0.59571384,,,
23.52,56504.25624,,,,0.472289157,0.596252055,,,
23.55,56555.24381,,,,0.472891566,0.596790093,,,
23.58,56606.21458,,,,0.473493976,0.597327954,,,
23.61,56657.16856,,,,0.474096386,0.597865638,,,
23.64,56708.10574,,,,0.474698795,0.598403144,,,
23.67,56759.02613,,,,0.475301205,0.598940473,,,
23.7,56809.92971,,,,0.475903614,0.599477625,,,
23.73,56860.81651,,,,0.476506024,0.6000146,,,
23.76,56911.68651,,,,0.477108434,0.600551397,,,
23.79,56962.53972,,,,0.477710843,0.601088018,,,
23.82,57013.37613,,,,0.478313253,0.601624461,,,
23.85,57064.19576,,,,0.478915663,0.602160727,,,
23.88,57114.99859,,,,0.479518072,0.602696815,,,
23.91,57165.78463,,,,0.480120482,0.603232727,,,
23.94,57216.55389,,,,0.480722892,0.603768461,,,
23.97,57267.30636,,,,0.481325301,0.604304019,,,
24,57318.04204,,,,0.481927711,0.604839399,,,
24.03,57368.76093,,,,0.48253012,0.605374602,,,
24.06,57419.46303,,,,0.48313253,0.605909627,,,
24.09,57470.14836,,,,0.48373494,0.606444476,,,
24.12,57520.81689,,,,0.484337349,0.606979148,,,
24.15,57571.46865,,,,0.484939759,0.607513642,,,
24.18,57622.10362,,,,0.485542169,0.608047959,,,
24.21,57672.72181,,,,0.486144578,0.6085821,,,
24.24,57723.32322,,,,0.486746988,0.609116063,,,
24.27,57773.90785,,,,0.487349398,0.609649849,,,
24.3,57824.47569,,,,0.487951807,0.610183458,,,
24.33,57875.02676,,,,0.488554217,0.61071689,,,
24.36,57925.56106,,,,0.489156627,0.611250145,,,
24.39,57976.07857,,,,0.489759036,0.611783223,,,
24.42,58026.57931,,,,0.490361446,0.612316124,,,
24.45,58077.06327,,,,0.490963855,0.612848848,,,
24.48,58127.53046,,,,0.491566265,0.613381395,,,
24.51,58177.98087,,,,0.492168675,0.613913765,,,
24.54,58228.41451,,,,0.492771084,0.614445957,,,
24.57,58278.83138,,,,0.493373494,0.614977973,,,
24.6,58329.23147,,,,0.493975904,0.615509812,,,
24.63,58379.6148,,,,0.494578313,0.616041474,,,
24.66,58429.98135,,,,0.495180723,0.616572959,,,
24.69,58480.33114,,,,0.495783133,0.617104267,,,
24.72,58530.66415,,,,0.496385542,0.617635398,,,
24.75,58580.9804,,,,0.496987952,0.618166352,,,
24.78,58631.27988,,,,0.497590361,0.618697129,,,
24.81,58681.5626,,,,0.498192771,0.61922773,,,
24.84,58731.82855,,,,0.498795181,0.619758153,,,
24.87,58782.07773,,,,0.49939759,0.620288399,,,
24.9,58832.31015,,,,0.5,0.620818469,,,
24.93,58882.52581,,,,0.50060241,0.621348361,,,
24.96,58932.7247,,,,0.501204819,0.621878077,,,
24.99,58982.90683,,,,0.501807229,0.622407616,,,
25.02,59033.0722,,,,0.502409639,0.622936978,,,
25.05,59083.22081,,,,0.503012048,0.623466163,,,
25.08,59133.35266,,,,0.503614458,0.623995171,,,
25.11,59183.46775,,,,0.504216867,0.624524003,,,
25.14,59233.56609,,,,0.504819277,0.625052657,,,
25.17,59283.64766,,,,0.505421687,0.625581135,,,
25.2,59333.71248,,,,0.506024096,0.626109436,,,
25.23,59383.76055,,,,0.506626506,0.62663756,,,
25.26,59433.79186,,,,0.507228916,0.627165508,,,
25.29,59483.80641,,,,0.507831325,0.627693278,,,
25.32,59533.80421,,,,0.508433735,0.628220872,,,
25.35,59583.78526,,,,0.509036145,0.628748289,,,
25.38,59633.74956,,,,0.509638554,0.629275529,,,
25.41,59683.6971,,,,0.510240964,0.629802592,,,
25.44,59733.62789,,,,0.510843373,0.630329479,,,
25.47,59783.54194,,,,0.511445783,0.630856189,,,
25.5,59833.43923,,,,0.512048193,0.631382722,,,
25.53,59883.31978,,,,0.512650602,0.631909078,,,
25.56,59933.18358,,,,0.513253012,0.632435258,,,
25.59,59983.03063,,,,0.513855422,0.632961261,,,
25.62,60032.86094,,,,0.514457831,0.633487087,,,
25.65,60082.6745,,,,0.515060241,0.634012737,,,
25.68,60132.47131,,,,0.515662651,0.63453821,,,
25.71,60182.25138,,,,0.51626506,0.635063506,,,
25.74,60232.01471,,,,0.51686747,0.635588625,,,
25.77,60281.7613,,,,0.51746988,0.636113568,,,
25.8,60331.49114,,,,0.518072289,0.636638334,,,
25.83,60381.20425,,,,0.518674699,0.637162924,,,
25.86,60430.90061,,,,0.519277108,0.637687337,,,
25.89,60480.58023,,,,0.519879518,0.638211573,,,
25.92,60530.24312,,,,0.520481928,0.638735633,,,
25.95,60579.88926,,,,0.521084337,0.639259516,,,
25.98,60629.51867,,,,0.521686747,0.639783222,,,
26.01,60679.13134,,,,0.522289157,0.640306752,,,
26.04,60728.72728,,,,0.522891566,0.640830105,,,
26.07,60778.30648,,,,0.523493976,0.641353281,,,
26.1,60827.86895,,,,0.524096386,0.641876281,,,
26.13,60877.41468,,,,0.524698795,0.642399105,,,
26.16,60926.94368,,,,0.525301205,0.642921751,,,
26.19,60976.45595,,,,0.525903614,0.643444222,,,
26.22,61025.95148,,,,0.526506024,0.643966515,,,
26.25,61075.43029,,,,0.527108434,0.644488632,,,
26.28,61124.89236,,,,0.527710843,0.645010573,,,
26.31,61174.33771,,,,0.528313253,0.645532337,,,
26.34,61223.76633,,,,0.528915663,0.646053925,,,
26.37,61273.17822,,,,0.529518072,0.646575336,,,
26.4,61322.57338,,,,0.530120482,0.64709657,,,
26.43,61371.95181,,,,0.530722892,0.647617628,,,
26.46,61421.31352,,,,0.531325301,0.648138509,,,
26.49,61470.65851,,,,0.531927711,0.648659215,,,
26.52,61519.98677,,,,0.53253012,0.649179743,,,
26.55,61569.2983,,,,0.53313253,0.649700095,,,
26.58,61618.59312,,,,0.53373494,0.650220271,,,
26.61,61667.87121,,,,0.534337349,0.65074027,,,
26.64,61717.13258,,,,0.534939759,0.651260092,,,
26.67,61766.37722,,,,0.535542169,0.651779739,,,
26.7,61815.60515,,,,0.536144578,0.652299208,,,
26.73,61864.81636,,,,0.536746988,0.652818502,,,
26.76,61914.01085,,,,0.537349398,0.653337619,,,
26.79,61963.18862,,,,0.537951807,0.653856559,,,
26.82,62012.34968,,,,0.538554217,0.654375323,,,
26.85,62061.49402,,,,0.539156627,0.654893911,,,
26.88,62110.62164,,,,0.539759036,0.655412322,,,
26.91,62159.73254,,,,0.540361446,0.655930557,,,
26.94,62208.82674,,,,0.540963855,0.656448616,,,
26.97,62257.90422,,,,0.541566265,0.656966498,,,
27,62306.96498,,,,0.542168675,0.657484204,,,
27.03,62356.00903,,,,0.542771084,0.658001733,,,
27.06,62405.03638,,,,0.543373494,0.658519086,,,
27.09,62454.04701,,,,0.543975904,0.659036263,,,
27.12,62503.04093,,,,0.544578313,0.659553264,,,
27.15,62552.01814,,,,0.545180723,0.660070088,,,
27.18,62600.97864,,,,0.545783133,0.660586735,,,
27.21,62649.92243,,,,0.546385542,0.661103207,,,
27.24,62698.84952,,,,0.546987952,0.661619502,,,
27.27,62747.75989,,,,0.547590361,0.662135621,,,
27.3,62796.65357,,,,0.548192771,0.662651564,,,
27.33,62845.53053,,,,0.548795181,0.66316733,,,
27.36,62894.3908,,,,0.54939759,0.66368292,,,
27.39,62943.23435,,,,0.55,0.664198334,,,
27.42,62992.06121,,,,0.55060241,0.664713571,,,
27.45,63040.87136,,,,0.551204819,0.665228632,,,
27.48,63089.66481,,,,0.551807229,0.665743518,,,
27.51,63138.44156,,,,0.552409639,0.666258226,,,
27.54,63187.20161,,,,0.553012048,0.666772759,,,
27.57,63235.94496,,,,0.553614458,0.667287115,,,
27.6,63284.67161,,,,0.554216867,0.667801295,,,
27.63,63333.38156,,,,0.554819277,0.668315299,,,
27.66,63382.07481,,,,0.555421687,0.668829127,,,
27.69,63430.75136,,,,0.556024096,0.669342778,,,
27.72,63479.41122,,,,0.556626506,0.669856254,,,
27.75,63528.05438,,,,0.557228916,0.670369553,,,
27.78,63576.68085,,,,0.557831325,0.670882676,,,
27.81,63625.29062,,,,0.558433735,0.671395623,,,
27.84,63673.8837,,,,0.559036145,0.671908393,,,
27.87,63722.46009,,,,0.559638554,0.672420988,,,
27.9,63771.01978,,,,0.560240964,0.672933406,,,
27.93,63819.56278,,,,0.560843373,0.673445648,,,
27.96,63868.08909,,,,0.561445783,0.673957714,,,
27.99,63916.59871,,,,0.562048193,0.674469604,,,
28.02,63965.09164,,,,0.562650602,0.674981318,,,
28.05,64013.56788,,,,0.563253012,0.675492856,,,
28.08,64062.02744,,,,0.563855422,0.676004217,,,
28.11,64110.4703,,,,0.564457831,0.676515403,,,
28.14,64158.89648,,,,0.565060241,0.677026412,,,
28.17,64207.30597,,,,0.565662651,0.677537246,,,
28.2,64255.69877,,,,0.56626506,0.678047903,,,
28.23,64304.07489,,,,0.56686747,0.678558384,,,
28.26,64352.43433,,,,0.56746988,0.679068689,,,
28.29,64400.77708,,,,0.568072289,0.679578818,,,
28.32,64449.10315,,,,0.568674699,0.680088771,,,
28.35,64497.41254,,,,0.569277108,0.680598548,,,
28.38,64545.70524,,,,0.569879518,0.681108149,,,
28.41,64593.98126,,,,0.570481928,0.681617574,,,
28.44,64642.24061,,,,0.571084337,0.682126823,,,
28.47,64690.48327,,,,0.571686747,0.682635896,,,
28.5,64738.70925,,,,0.572289157,0.683144793,,,
28.53,64786.91856,,,,0.572891566,0.683653514,,,
28.56,64835.11119,,,,0.573493976,0.684162059,,,
28.59,64883.28714,,,,0.574096386,0.684670428,,,
28.62,64931.44641,,,,0.574698795,0.685178621,,,
28.65,64979.58901,,,,0.575301205,0.685686638,,,
28.68,65027.71493,,,,0.575903614,0.686194479,,,
28.71,65075.82418,,,,0.576506024,0.686702144,,,
28.74,65123.91675,,,,0.577108434,0.687209633,,,
28.77,65171.99266,,,,0.577710843,0.687716946,,,
28.8,65220.05188,,,,0.578313253,0.688224084,,,
28.83,65268.09444,,,,0.578915663,0.688731045,,,
28.86,65316.12033,,,,0.579518072,0.68923783,,,
28.89,65364.12954,,,,0.580120482,0.68974444,,,
28.92,65412.12209,,,,0.580722892,0.690250874,,,
28.95,65460.09796,,,,0.581325301,0.690757131,,,
28.98,65508.05717,,,,0.581927711,0.691263213,,,
29.01,65555.99971,,,,0.58253012,0.691769119,,,
29.04,65603.92558,,,,0.58313253,0.692274849,,,
29.07,65651.83478,,,,0.58373494,0.692780403,,,
29.1,65699.72732,,,,0.584337349,0.693285781,,,
29.13,65747.60319,,,,0.584939759,0.693790984,,,
29.16,65795.4624,,,,0.585542169,0.69429601,,,
29.19,65843.30494,,,,0.586144578,0.694800861,,,
29.22,65891.13082,,,,0.586746988,0.695305536,,,
29.25,65938.94004,,,,0.587349398,0.695810035,,,
29.28,65986.7326,,,,0.587951807,0.696314358,,,
29.31,66034.50849,,,,0.588554217,0.696818506,,,
29.34,66082.26772,,,,0.589156627,0.697322477,,,
29.37,66130.0103,,,,0.589759036,0.697826273,,,
29.4,66177.73621,,,,0.590361446,0.698329893,,,
29.43,66225.44546,,,,0.590963855,0.698833337,,,
29.46,66273.13806,,,,0.591566265,0.699336606,,,
29.49,66320.81399,,,,0.592168675,0.699839698,,,
29.52,66368.47328,,,,0.592771084,0.700342615,,,
29.55,66416.1159,,,,0.593373494,0.700845356,,,
29.58,66463.74187,,,,0.593975904,0.701347922,,,
29.61,66511.35118,,,,0.594578313,0.701850311,,,
29.64,66558.94384,,,,0.595180723,0.702352525,,,
29.67,66606.51984,,,,0.595783133,0.702854563,,,
