Time(s),Thrust(N),,Data Max,94765.72156,Time Normalized 0-1,Thrust Normalized 0-1,,,
29.7,66654.07919,,,,0.596385542,0.703356426,,,
29.73,66701.62189,,,,0.596987952,0.703858112,,,
29.76,66749.14794,,,,0.597590361,0.704359623,,,
29.79,66796.65733,,,,0.598192771,0.704860958,,,
29.82,66844.15007,,,,0.598795181,0.705362118,,,
29.85,66891.62617,,,,0.59939759,0.705863102,,,
29.88,66939.08561,,,,0.6,0.70636391,,,
29.91,66986.52841,,,,0.60060241,0.706864542,,,
29.94,67033.95455,,,,0.601204819,0.707364999,,,
29.97,67081.36405,,,,0.601807229,0.70786528,,,
30,67128.7569,,,,0.602409639,0.708365386,,,
30.03,67176.13311,,,,0.603012048,0.708865315,,,
30.06,67223.49267,,,,0.603614458,0.70936507,,,
30.09,67270.83558,,,,0.604216867,0.709864648,,,
30.12,67318.16185,,,,0.604819277,0.710364051,,,
30.15,67365.47148,,,,0.605421687,0.710863278,,,
30.18,67412.76446,,,,0.606024096,0.71136233,,,
30.21,67460.0408,,,,0.606626506,0.711861206,,,
30.24,67507.3005,,,,0.607228916,0.712359906,,,
30.27,67554.54355,,,,0.607831325,0.712858431,,,
30.3,67601.76997,,,,0.608433735,0.71335678,,,
30.33,67648.97974,,,,0.609036145,0.713854953,,,
30.36,67696.17288,,,,0.609638554,0.714352951,,,
30.39,67743.34937,,,,0.610240964,0.714850774,,,
30.42,67790.50923,,,,0.610843373,0.71534842,,,
30.45,67837.65245,,,,0.611445783,0.715845892,,,
30.48,67884.77904,,,,0.612048193,0.716343187,,,
30.51,67931.88898,,,,0.612650602,0.716840307,,,
30.54,67978.98229,,,,0.613253012,0.717337252,,,
30.57,68026.05897,,,,0.613855422,0.717834021,,,
30.6,68073.11901,,,,0.614457831,0.718330615,,,
30.63,68120.16241,,,,0.615060241,0.718827032,,,
30.66,68167.18919,,,,0.615662651,0.719323275,,,
30.69,68214.19933,,,,0.61626506,0.719819342,,,
30.72,68261.19283,,,,0.61686747,0.720315233,,,
30.75,68308.16971,,,,0.61746988,0.720810949,,,
30.78,68355.12995,,,,0.618072289,0.72130649,,,
30.81,68402.07357,,,,0.618674699,0.721801855,,,
30.84,68449.00055,,,,0.619277108,0.722297044,,,
30.87,68495.91091,,,,0.619879518,0.722792058,,,
30.9,68542.80463,,,,0.620481928,0.723286896,,,
30.93,68589.68173,,,,0.621084337,0.723781559,,,
30.96,68636.5422,,,,0.621686747,0.724276047,,,
30.99,68683.38604,,,,0.622289157,0.724770359,,,
31.02,68730.21326,,,,0.622891566,0.725264496,,,
31.05,68777.02385,,,,0.623493976,0.725758457,,,
31.08,68823.81782,,,,0.624096386,0.726252243,,,
31.11,68870.59516,,,,0.624698795,0.726745853,,,
31.14,68917.35588,,,,0.625301205,0.727239288,,,
31.17,68964.09998,,,,0.625903614,0.727732548,,,
31.2,69010.82745,,,,0.626506024,0.728225632,,,
31.23,69057.5383,,,,0.627108434,0.72871854,,,
31.26,69104.23253,,,,0.627710843,0.729211274,,,
31.29,69150.91014,,,,0.628313253,0.729703832,,,
31.32,69197.57113,,,,0.628915663,0.730196214,,,
31.35,69244.21549,,,,0.629518072,0.730688421,,,
31.38,69290.84324,,,,0.630120482,0.731180453,,,
31.41,69337.45437,,,,0.630722892,0.73167231,,,
31.44,69384.04889,,,,0.631325301,0.732163991,,,
31.47,69430.62678,,,,0.631927711,0.732655496,,,
31.5,69477.18806,,,,0.63253012,0.733146827,,,
31.53,69523.73272,,,,0.63313253,0.733637982,,,
31.56,69570.26077,,,,0.63373494,0.734128962,,,
31.59,69616.7722,,,,0.634337349,0.734619766,,,
31.62,69663.26702,,,,0.634939759,0.735110395,,,
31.65,69709.74522,,,,0.635542169,0.735600849,,,
31.68,69756.20681,,,,0.636144578,0.736091127,,,
31.71,69802.65179,,,,0.636746988,0.73658123,,,
31.74,69849.08016,,,,0.637349398,0.737071158,,,
31.77,69895.49191,,,,0.637951807,0.737560911,,,
31.8,69941.88705,,,,0.638554217,0.738050488,,,
31.83,69988.26559,,,,0.639156627,0.73853989,,,
31.86,70034.62751,,,,0.639759036,0.739029117,,,
31.89,70080.97282,,,,0.640361446,0.739518168,,,
31.92,70127.30153,,,,0.640963855,0.740007044,,,
31.95,70173.61363,,,,0.641566265,0.740495745,,,
31.98,70219.90912,,,,0.642168675,0.740984271,,,
32.01,70266.188,,,,0.642771084,0.741472622,,,
32.04,70312.45028,,,,0.643373494,0.741960797,,,
32.07,70358.69595,,,,0.643975904,0.742448797,,,
32.1,70404.92502,,,,0.644578313,0.742936622,,,
32.13,70451.13748,,,,0.645180723,0.743424271,,,
32.16,70497.33334,,,,0.645783133,0.743911746,,,
32.19,70543.51259,,,,0.646385542,0.744399045,,,
32.22,70589.67525,,,,0.646987952,0.744886169,,,
32.25,70635.8213,,,,0.647590361,0.745373117,,,
32.28,70681.95074,,,,0.648192771,0.745859891,,,
32.31,70728.06359,,,,0.648795181,0.746346489,,,
32.34,70774.15984,,,,0.64939759,0.746832913,,,
32.37,70820.23949,,,,0.65,0.747319161,,,
32.4,70866.30253,,,,0.65060241,0.747805233,,,
32.43,70912.34898,,,,0.651204819,0.748291131,,,
32.46,70958.37883,,,,0.651807229,0.748776854,,,
32.49,71004.39209,,,,0.652409639,0.749262401,,,
32.52,71050.38874,,,,0.653012048,0.749747773,,,
32.55,71096.3688,,,,0.653614458,0.750232971,,,
32.58,71142.33227,,,,0.654216867,0.750717993,,,
32.61,71188.27914,,,,0.654819277,0.75120284,,,
32.64,71234.20941,,,,0.655421687,0.751687511,,,
32.67,71280.12309,,,,0.656024096,0.752172008,,,
32.7,71326.02018,,,,0.656626506,0.75265633,,,
32.73,71371.90067,,,,0.657228916,0.753140476,,,
32.76,71417.76457,,,,0.657831325,0.753624448,,,
32.79,71463.61188,,,,0.658433735,0.754108244,,,
32.82,71509.44259,,,,0.659036145,0.754591865,,,
32.85,71555.25672,,,,0.659638554,0.755075311,,,
32.88,71601.05426,,,,0.660240964,0.755558583,,,
32.91,71646.8352,,,,0.660843373,0.756041679,,,
32.94,71692.59956,,,,0.661445783,0.7565246,,,
32.97,71738.34733,,,,0.662048193,0.757007346,,,
33,71784.07851,,,,0.662650602,0.757489916,,,
33.03,71829.7931,,,,0.663253012,0.757972312,,,
33.06,71875.49111,,,,0.663855422,0.758454533,,,
33.09,71921.17253,,,,0.664457831,0.758936579,,,
33.12,71966.83736,,,,0.665060241,0.75941845,,,
33.15,72012.48561,,,,0.665662651,0.759900146,,,
33.18,72058.11727,,,,0.66626506,0.760381666,,,
33.21,72103.73236,,,,0.66686747,0.760863012,,,
33.24,72149.33085,,,,0.66746988,0.761344183,,,
33.27,72194.91277,,,,0.668072289,0.761825179,,,
33.3,72240.4781,,,,0.668674699,0.762306,,,
33.33,72286.02685,,,,0.669277108,0.762786645,,,
33.36,72331.55901,,,,0.669879518,0.763267116,,,
33.39,72377.0746,,,,0.670481928,0.763747412,,,
33.42,72422.57361,,,,0.671084337,0.764227533,,,
33.45,72468.05603,,,,0.671686747,0.764707479,,,
33.48,72513.52188,,,,0.672289157,0.76518725,,,
33.51,72558.97115,,,,0.672891566,0.765666846,,,
33.54,72604.40384,,,,0.673493976,0.766146267,,,
33.57,72649.81996,,,,0.674096386,0.766625514,,,
33.6,72695.21949,,,,0.674698795,0.767104585,,,
33.63,72740.60245,,,,0.675301205,0.767583481,,,
33.66,72785.96884,,,,0.675903614,0.768062203,,,
33.69,72831.31865,,,,0.676506024,0.768540749,,,
33.72,72876.65188,,,,0.677108434,0.769019121,,,
33.75,72921.96854,,,,0.677710843,0.769497318,,,
33.78,72967.26863,,,,0.678313253,0.769975339,,,
33.81,73012.55214,,,,0.678915663,0.770453186,,,
33.84,73057.81908,,,,0.679518072,0.770930859,,,
33.87,73103.06945,,,,0.680120482,0.771408356,,,
33.9,73148.30325,,,,0.680722892,0.771885678,,,
33.93,73193.52048,,,,0.681325301,0.772362826,,,
33.96,73238.72113,,,,0.681927711,0.772839798,,,
33.99,73283.90522,,,,0.68253012,0.773316596,,,
34.02,73329.07274,,,,0.68313253,0.773793219,,,
34.05,73374.22369,,,,0.68373494,0.774269667,,,
34.08,73419.35807,,,,0.684337349,0.77474594,,,
34.11,73464.47588,,,,0.684939759,0.775222039,,,
34.14,73509.57712,,,,0.685542169,0.775697962,,,
34.17,73554.6618,,,,0.686144578,0.776173711,,,
34.2,73599.72991,,,,0.686746988,0.776649285,,,
34.23,73644.78146,,,,0.687349398,0.777124684,,,
34.26,73689.81644,,,,0.687951807,0.777599909,,,
34.29,73734.83486,,,,0.688554217,0.778074958,,,
34.32,73779.83671,,,,0.689156627,0.778549833,,,
34.35,73824.822,,,,0.689759036,0.779024533,,,
34.38,73869.79073,,,,0.690361446,0.779499058,,,
34.41,73914.74289,,,,0.690963855,0.779973409,,,
34.44,73959.67849,,,,0.691566265,0.780447585,,,
34.47,74004.59754,,,,0.692168675,0.780921586,,,
34.5,74049.50002,,,,0.692771084,0.781395412,,,
34.53,74094.38594,,,,0.693373494,0.781869063,,,
34.56,74139.2553,,,,0.693975904,0.78234254,,,
34.59,74184.1081,,,,0.694578313,0.782815842,,,
34.62,74228.94434,,,,0.695180723,0.783288969,,,
34.65,74273.76403,,,,0.695783133,0.783761922,,,
34.68,74318.56715,,,,0.696385542,0.784234699,,,
34.71,74363.35372,,,,0.696987952,0.784707302,,,
34.74,74408.12374,,,,0.697590361,0.785179731,,,
34.77,74452.87719,,,,0.698192771,0.785651984,,,
34.8,74497.6141,,,,0.698795181,0.786124063,,,
34.83,74542.33444,,,,0.69939759,0.786595968,,,
34.86,74587.03823,,,,0.7,0.787067697,,,
34.89,74631.72547,,,,0.70060241,0.787539252,,,
34.92,74676.39616,,,,0.701204819,0.788010632,,,
34.95,74721.05029,,,,0.701807229,0.788481838,,,
34.98,74765.68787,,,,0.702409639,0.788952869,,,
35.01,74810.3089,,,,0.703012048,0.789423725,,,
35.04,74854.91337,,,,0.703614458,0.789894406,,,
35.07,74899.5013,,,,0.704216867,0.790364913,,,
35.1,74944.07268,,,,0.704819277,0.790835246,,,
35.13,74988.6275,,,,0.705421687,0.791305403,,,
35.16,75033.16578,,,,0.706024096,0.791775386,,,
35.19,75077.68751,,,,0.706626506,0.792245195,,,
35.22,75122.19269,,,,0.707228916,0.792714828,,,
35.25,75166.68132,,,,0.707831325,0.793184287,,,
35.28,75211.1534,,,,0.708433735,0.793653572,,,
35.31,75255.60894,,,,0.709036145,0.794122682,,,
35.34,75300.04793,,,,0.709638554,0.794591617,,,
35.37,75344.47038,,,,0.710240964,0.795060378,,,
35.4,75388.87628,,,,0.710843373,0.795528964,,,
35.43,75433.26564,,,,0.711445783,0.795997375,,,
35.46,75477.63845,,,,0.712048193,0.796465612,,,
35.49,75521.99472,,,,0.712650602,0.796933675,,,
35.52,75566.33445,,,,0.713253012,0.797401563,,,
35.55,75610.65763,,,,0.713855422,0.797869276,,,
35.58,75654.96427,,,,0.714457831,0.798336814,,,
35.61,75699.25437,,,,0.715060241,0.798804179,,,
35.64,75743.52793,,,,0.715662651,0.799271368,,,
35.67,75787.78495,,,,0.71626506,0.799738383,,,
35.7,75832.02543,,,,0.71686747,0.800205224,,,
35.73,75876.24937,,,,0.71746988,0.80067189,,,
35.76,75920.45677,,,,0.718072289,0.801138381,,,
35.79,75964.64763,,,,0.718674699,0.801604698,,,
35.82,76008.82195,,,,0.719277108,0.802070841,,,
35.85,76052.97974,,,,0.719879518,0.802536809,,,
35.88,76097.12099,,,,0.720481928,0.803002602,,,
35.91,76141.2457,,,,0.721084337,0.803468221,,,
35.94,76185.35388,,,,0.721686747,0.803933665,,,
35.97,76229.44552,,,,0.722289157,0.804398935,,,
36,76273.52062,,,,0.722891566,0.804864031,,,
36.03,76317.5792,,,,0.723493976,0.805328952,,,
36.06,76361.62123,,,,0.724096386,0.805793698,,,
36.09,76405.64674,,,,0.724698795,0.80625827,,,
36.12,76449.65571,,,,0.725301205,0.806722668,,,
36.15,76493.64815,,,,0.725903614,0.807186891,,,
36.18,76537.62406,,,,0.726506024,0.80765094,,,
36.21,76581.58343,,,,0.727108434,0.808114814,,,
36.24,76625.52628,,,,0.727710843,0.808578514,,,
36.27,76669.45259,,,,0.728313253,0.809042039,,,
36.3,76713.36238,,,,0.728915663,0.80950539,,,
36.33,76757.25563,,,,0.729518072,0.809968566,,,
36.36,76801.13236,,,,0.730120482,0.810431568,,,
36.39,76844.99256,,,,0.730722892,0.810894396,,,
36.42,76888.83623,,,,0.731325301,0.811357049,,,
36.45,76932.66337,,,,0.731927711,0.811819528,,,
36.48,76976.47399,,,,0.73253012,0.812281833,,,
36.51,77020.26808,,,,0.73313253,0.812743963,,,
36.54,77064.04564,,,,0.73373494,0.813205918,,,
36.57,77107.80668,,,,0.734337349,0.8136677,,,
36.6,77151.55119,,,,0.734939759,0.814129307,,,
36.63,77195.27918,,,,0.735542169,0.814590739,,,
36.66,77238.99064,,,,0.736144578,0.815051997,,,
36.69,77282.68559,,,,0.736746988,0.815513081,,,
36.72,77326.364,,,,0.737349398,0.815973991,,,
36.75,77370.0259,,,,0.737951807,0.816434726,,,
36.78,77413.67127,,,,0.738554217,0.816895287,,,
36.81,77457.30013,,,,0.739156627,0.817355673,,,
36.84,77500.91246,,,,0.739759036,0.817815885,,,
36.87,77544.50827,,,,0.740361446,0.818275923,,,
36.9,77588.08756,,,,0.740963855,0.818735786,,,
36.93,77631.65033,,,,0.741566265,0.819195475,,,
36.96,77675.19658,,,,0.742168675,0.81965499,,,
36.99,77718.72631,,,,0.742771084,0.820114331,,,
37.02,77762.23953,,,,0.743373494,0.820573497,,,
37.05,77805.73623,,,,0.743975904,0.821032489,,,
37.08,77849.21641,,,,0.744578313,0.821491306,,,
37.11,77892.68007,,,,0.745180723,0.82194995,,,
37.14,77936.12722,,,,0.745783133,0.822408419,,,
37.17,77979.55785,,,,0.746385542,0.822866713,,,
37.2,78022.97197,,,,0.746987952,0.823324834,,,
37.23,78066.36957,,,,0.747590361,0.82378278,,,
37.26,78109.75066,,,,0.748192771,0.824240552,,,
37.29,78153.11523,,,,0.748795181,0.82469815,,,
37.32,78196.4633,,,,0.74939759,0.825155573,,,
37.35,78239.79484,,,,0.75,0.825612822,,,
37.38,78283.10988,,,,0.75060241,0.826069897,,,
37.41,78326.4084,,,,0.751204819,0.826526798,,,
37.44,78369.69042,,,,0.751807229,0.826983525,,,
37.47,78412.95592,,,,0.752409639,0.827440077,,,
37.5,78456.20491,,,,0.753012048,0.827896455,,,
37.53,78499.43739,,,,0.753614458,0.828352659,,,
37.56,78542.65337,,,,0.754216867,0.828808688,,,
37.59,78585.85283,,,,0.754819277,0.829264544,,,
37.62,78629.03578,,,,0.755421687,0.829720225,,,
37.65,78672.20223,,,,0.756024096,0.830175732,,,
37.68,78715.35217,,,,0.756626506,0.830631064,,,
37.71,78758.4856,,,,0.757228916,0.831086223,,,
37.74,78801.60253,,,,0.757831325,0.831541207,,,
37.77,78844.70295,,,,0.758433735,0.831996018,,,
37.8,78887.78686,,,,0.759036145,0.832450654,,,
37.83,78930.85427,,,,0.759638554,0.832905116,,,
37.86,78973.90518,,,,0.760240964,0.833359403,,,
37.89,79016.93958,,,,0.760843373,0.833813517,,,
37.92,79059.95748,,,,0.761445783,0.834267456,,,
37.95,79102.95887,,,,0.762048193,0.834721222,,,
37.98,79145.94376,,,,0.762650602,0.835174813,,,
38.01,79188.91215,,,,0.763253012,0.83562823,,,
38.04,79231.86403,,,,0.763855422,0.836081473,,,
38.07,79274.79942,,,,0.764457831,0.836534541,,,
38.1,79317.7183,,,,0.765060241,0.836987436,,,
38.13,79360.62069,,,,0.765662651,0.837440156,,,
38.16,79403.50657,,,,0.76626506,0.837892703,,,
38.19,79446.37596,,,,0.76686747,0.838345075,,,
38.22,79489.22884,,,,0.76746988,0.838797273,,,
38.25,79532.06523,,,,0.768072289,0.839249297,,,
38.28,79574.88512,,,,0.768674699,0.839701147,,,
38.31,79617.68851,,,,0.769277108,0.840152823,,,
38.34,79660.4754,,,,0.769879518,0.840604325,,,
38.37,79703.2458,,,,0.770481928,0.841055653,,,
38.4,79745.9997,,,,0.771084337,0.841506806,,,
38.43,79788.73711,,,,0.771686747,0.841957786,,,
38.46,79831.45802,,,,0.772289157,0.842408591,,,
38.49,79874.16243,,,,0.772891566,0.842859223,,,
38.52,79916.85036,,,,0.773493976,0.84330968,,,
38.55,79959.52178,,,,0.774096386,0.843759964,,,
38.58,80002.17672,,,,0.774698795,0.844210073,,,
38.61,80044.81516,,,,0.775301205,0.844660008,,,
38.64,80087.43711,,,,0.775903614,0.84510977,,,
38.67,80130.04256,,,,0.776506024,0.845559357,,,
38.7,80172.63153,,,,0.777108434,0.84600877,,,
38.73,80215.204,,,,0.777710843,0.846458009,,,
38.76,80257.75998,,,,0.778313253,0.846907074,,,
38.79,80300.29948,,,,0.778915663,0.847355965,,,
38.82,80342.82248,,,,0.779518072,0.847804683,,,
38.85,80385.32899,,,,0.780120482,0.848253226,,,
38.88,80427.81902,,,,0.780722892,0.848701595,,,
38.91,80470.29255,,,,0.781325301,0.84914979,,,
38.94,80512.7496,,,,0.781927711,0.849597811,,,
38.97,80555.19016,,,,0.78253012,0.850045658,,,
39,80597.61424,,,,0.78313253,0.850493331,,,
39.03,80640.02182,,,,0.78373494,0.850940831,,,
39.06,80682.41293,,,,0.784337349,0.851388156,,,
39.09,80724.78754,,,,0.784939759,0.851835307,,,
39.12,80767.14567,,,,0.785542169,0.852282285,,,
39.15,80809.48732,,,,0.786144578,0.852729088,,,
39.18,80851.81248,,,,0.786746988,0.853175717,,,
39.21,80894.12116,,,,0.787349398,0.853622173,,,
39.24,80936.41335,,,,0.787951807,0.854068454,,,
39.27,80978.68906,,,,0.788554217,0.854514562,,,
39.3,81020.94829,,,,0.789156627,0.854960496,,,
39.33,81063.19104,,,,0.789759036,0.855406256,,,
39.36,81105.4173,,,,0.790361446,0.855851841,,,
39.39,81147.62709,,,,0.790963855,0.856297253,,,
39.42,81189.82039,,,,0.791566265,0.856742491,,,
39.45,81231.99722,,,,0.792168675,0.857187556,,,
39.48,81274.15756,,,,0.792771084,0.857632446,,,
39.51,81316.30142,,,,0.793373494,0.858077162,,,
39.54,81358.42881,,,,0.793975904,0.858521705,,,
39.57,81400.53972,,,,0.794578313,0.858966073,,,
39.6,81442.63414,,,,0.795180723,0.859410268,,,
39.63,81484.7121,,,,0.795783133,0.859854289,,,
39.66,81526.77357,,,,0.796385542,0.860298136,,,
39.69,81568.81857,,,,0.796987952,0.860741809,,,
39.72,81610.84709,,,,0.797590361,0.861185308,,,
39.75,81652.85914,,,,0.798192771,0.861628633,,,
39.78,81694.85471,,,,0.798795181,0.862071785,,,
39.81,81736.8338,,,,0.79939759,0.862514762,,,
39.84,81778.79642,,,,0.8,0.862957566,,,
39.87,81820.74257,,,,0.80060241,0.863400196,,,
39.9,81862.67224,,,,0.801204819,0.863842652,,,
39.93,81904.58544,,,,0.801807229,0.864284934,,,
39.96,81946.48217,,,,0.802409639,0.864727043,,,
39.99,81988.36243,,,,0.803012048,0.865168978,,,
40.02,82030.22621,,,,0.803614458,0.865610738,,,
40.05,82072.07352,,,,0.804216867,0.866052325,,,
40.08,82113.90437,,,,0.804819277,0.866493739,,,
40.11,82155.71874,,,,0.805421687,0.866934978,,,
40.14,82197.51664,,,,0.806024096,0.867376044,,,
40.17,82239.29807,,,,0.806626506,0.867816935,,,
40.2,82281.06303,,,,0.807228916,0.868257653,,,
40.23,82322.81153,,,,0.807831325,0.868698198,,,
40.26,82364.54355,,,,0.808433735,0.869138568,,,
40.29,82406.25911,,,,0.809036145,0.869578765,,,
40.32,82447.9582,,,,0.809638554,0.870018788,,,
40.35,82489.64082,,,,0.810240964,0.870458637,,,
40.38,82531.30698,,,,0.810843373,0.870898312,,,
40.41,82572.95667,,,,0.811445783,0.871337814,,,
40.44,82614.5899,,,,0.812048193,0.871777142,,,
40.47,82656.20666,,,,0.812650602,0.872216296,,,
40.5,82697.80695,,,,0.813253012,0.872655276,,,
40.53,82739.39078,,,,0.813855422,0.873094083,,,
40.56,82780.95815,,,,0.814457831,0.873532716,,,
40.59,82822.50905,,,,0.815060241,0.873971175,,,
40.62,82864.04349,,,,0.815662651,0.874409461,,,
40.65,82905.56147,,,,0.81626506,0.874847573,,,
40.68,82947.06299,,,,0.81686747,0.875285511,,,
40.71,82988.54804,,,,0.81746988,0.875723275,,,
40.74,83030.01663,,,,0.818072289,0.876160866,,,
40.77,83071.46877,,,,0.818674699,0.876598283,,,
40.8,83112.90444,,,,0.819277108,0.877035526,,,
40.83,83154.32365,,,,0.819879518,0.877472595,,,
40.86,83195.7264,,,,0.820481928,0.877909491,,,
40.89,83237.11269,,,,0.821084337,0.878346213,,,
40.92,83278.48253,,,,0.821686747,0.878782762,,,
40.95,83319.8359,,,,0.822289157,0.879219137,,,
40.98,83361.17282,,,,0.822891566,0.879655338,,,
41.01,83402.49328,,,,0.823493976,0.880091365,,,
41.04,83443.79728,,,,0.824096386,0.880527219,,,
41.07,83485.08483,,,,0.824698795,0.880962899,,,
41.1,83526.35592,,,,0.825301205,0.881398406,,,
41.13,83567.61055,,,,0.825903614,0.881833739,,,
41.16,83608.84873,,,,0.826506024,0.882268898,,,
41.19,83650.07046,,,,0.827108434,0.882703884,,,
41.22,83691.27573,,,,0.827710843,0.883138696,,,
41.25,83732.46454,,,,0.828313253,0.883573334,,,
41.28,83773.6369,,,,0.828915663,0.884007799,,,
41.31,83814.79281,,,,0.829518072,0.88444209,,,
41.34,83855.93227,,,,0.830120482,0.884876207,,,
41.37,83897.05527,,,,0.830722892,0.885310151,,,
41.4,83938.16182,,,,0.831325301,0.885743921,,,
41.43,83979.25192,,,,0.831927711,0.886177518,,,
41.46,84020.32557,,,,0.83253012,0.886610941,,,
41.49,84061.38277,,,,0.83313253,0.887044191,,,
41.52,84102.42352,,,,0.83373494,0.887477266,,,
41.55,84143.44782,,,,0.834337349,0.887910169,,,
41.58,84184.45567,,,,0.834939759,0.888342897,,,
41.61,84225.44707,,,,0.835542169,0.888775453,,,
41.64,84266.42202,,,,0.836144578,0.889207834,,,
41.67,84307.38052,,,,0.836746988,0.889640042,,,
41.7,84348.32258,,,,0.837349398,0.890072077,,,
41.73,84389.24819,,,,0.837951807,0.890503938,,,
41.76,84430.15735,,,,0.838554217,0.890935625,,,
41.79,84471.05006,,,,0.839156627,0.891367139,,,
41.82,84511.92633,,,,0.839759036,0.891798479,,,
41.85,84552.78615,,,,0.840361446,0.892229645,,,
41.88,84593.62953,,,,0.840963855,0.892660639,,,
41.91,84634.45646,,,,0.841566265,0.893091458,,,
41.94,84675.26695,,,,0.842168675,0.893522104,,,
41.97,84716.061,,,,0.842771084,0.893952577,,,
42,84756.8386,,,,0.843373494,0.894382876,,,
42.03,84797.59975,,,,0.843975904,0.894813002,,,
42.06,84838.34447,,,,0.844578313,0.895242954,,,
42.09,84879.07274,,,,0.845180723,0.895672732,,,
42.12,84919.78457,,,,0.845783133,0.896102337,,,
42.15,84960.47996,,,,0.846385542,0.896531769,,,
42.18,85001.15891,,,,0.846987952,0.896961027,,,
42.21,85041.82142,,,,0.847590361,0.897390111,,,
42.24,85082.46748,,,,0.848192771,0.897819022,,,
42.27,85123.09711,,,,0.848795181,0.89824776,,,
42.3,85163.7103,,,,0.84939759,0.898676324,,,
42.33,85204.30705,,,,0.85,0.899104715,,,
42.36,85244.88736,,,,0.85060241,0.899532932,,,
42.39,85285.45123,,,,0.851204819,0.899960976,,,
42.42,85325.99866,,,,0.851807229,0.900388846,,,
42.45,85366.52966,,,,0.852409639,0.900816543,,,
42.48,85407.04422,,,,0.853012048,0.901244066,,,
42.51,85447.54234,,,,0.853614458,0.901671416,,,
42.54,85488.02402,,,,0.854216867,0.902098592,,,
42.57,85528.48928,,,,0.854819277,0.902525595,,,
42.6,85568.93809,,,,0.855421687,0.902952425,,,
42.63,85609.37047,,,,0.856024096,0.903379081,,,
42.66,85649.78642,,,,0.856626506,0.903805564,,,
42.69,85690.18593,,,,0.857228916,0.904231873,,,
42.72,85730.569,,,,0.857831325,0.904658009,,,
42.75,85770.93565,,,,0.858433735,0.905083972,,,
42.78,85811.28586,,,,0.859036145,0.905509761,,,
42.81,85851.61964,,,,0.859638554,0.905935376,,,
42.84,85891.93699,,,,0.860240964,0.906360819,,,
42.87,85932.2379,,,,0.860843373,0.906786088,,,
42.9,85972.52238,,,,0.861445783,0.907211183,,,
42.93,86012.79044,,,,0.862048193,0.907636105,,,
42.96,86053.04206,,,,0.862650602,0.908060854,,,
42.99,86093.27725,,,,0.863253012,0.908485429,,,
43.02,86133.49601,,,,0.863855422,0.908909831,,,
43.05,86173.69834,,,,0.864457831,0.90933406,,,
43.08,86213.88425,,,,0.865060241,0.909758115,,,
43.11,86254.05372,,,,0.865662651,0.910181997,,,
43.14,86294.20677,,,,0.86626506,0.910605706,,,
43.17,86334.34339,,,,0.86686747,0.911029241,,,
43.2,86374.46358,,,,0.86746988,0.911452603,,,
43.23,86414.56734,,,,0.868072289,0.911875791,,,
43.26,86454.65468,,,,0.868674699,0.912298807,,,
43.29,86494.72559,,,,0.869277108,0.912721648,,,
43.32,86534.78008,,,,0.869879518,0.913144317,,,
43.35,86574.81814,,,,0.870481928,0.913566812,,,
43.38,86614.83978,,,,0.871084337,0.913989134,,,
43.41,86654.84499,,,,0.871686747,0.914411283,,,
43.44,86694.83377,,,,0.872289157,0.914833258,,,
43.47,86734.80614,,,,0.872891566,0.91525506,,,
43.5,86774.76208,,,,0.873493976,0.915676688,,,
43.53,86814.70159,,,,0.874096386,0.916098144,,,
43.56,86854.62469,,,,0.874698795,0.916519426,,,
43.59,86894.53136,,,,0.875301205,0.916940534,,,
43.62,86934.42161,,,,0.875903614,0.91736147,,,
43.65,86974.29544,,,,0.876506024,0.917782232,,,
43.68,87014.15285,,,,0.877108434,0.918202821,,,
43.71,87053.99383,,,,0.877710843,0.918623236,,,
43.74,87093.8184,,,,0.878313253,0.919043479,,,
43.77,87133.62655,,,,0.878915663,0.919463548,,,
43.8,87173.41827,,,,0.879518072,0.919883443,,,
43.83,87213.19358,,,,0.880120482,0.920303166,,,
43.86,87252.95247,,,,0.880722892,0.920722715,,,
43.89,87292.69494,,,,0.881325301,0.921142091,,,
43.92,87332.421,,,,0.881927711,0.921561294,,,
43.95,87372.13063,,,,0.88253012,0.921980324,,,
43.98,87411.82385,,,,0.88313253,0.92239918,,,
44.01,87451.50065,,,,0.88373494,0.922817863,,,
44.04,87491.16104,,,,0.884337349,0.923236373,,,
44.07,87530.80501,,,,0.884939759,0.923654709,,,
44.1,87570.43256,,,,0.885542169,0.924072873,,,
44.13,87610.0437,,,,0.886144578,0.924490863,,,
44.16,87649.63842,,,,0.886746988,0.92490868,,,
44.19,87689.21673,,,,0.887349398,0.925326324,,,
44.22,87728.77863,,,,0.887951807,0.925743794,,,
44.25,87768.32411,,,,0.888554217,0.926161091,,,
44.28,87807.85318,,,,0.889156627,0.926578216,,,
44.31,87847.36583,,,,0.889759036,0.926995166,,,
44.34,87886.86207,,,,0.890361446,0.927411944,,,
44.37,87926.34191,,,,0.890963855,0.927828549,,,
44.4,87965.80532,,,,0.891566265,0.92824498,,,
44.43,88005.25233,,,,0.892168675,0.928661238,,,
44.46,88044.68293,,,,0.892771084,0.929077323,,,
44.49,88084.09712,,,,0.893373494,0.929493235,,,
44.52,88123.49489,,,,0.893975904,0.929908974,,,
44.55,88162.87626,,,,0.894578313,0.930324539,,,
44.58,88202.24121,,,,0.895180723,0.930739932,,,
44.61,88241.58976,,,,0.895783133,0.931155151,,,
44.64,88280.9219,,,,0.896385542,0.931570197,,,
