Time(s),Thrust(N)
41.76,60426.96661
41.79,60345.72356
41.82,60280.06724
41.85,60231.521
41.88,60029.24359
41.91,60018.20681
41.94,59981.73179
41.97,59900.02053
42.0,59869.81573
42.03,59670.8981
42.06,59653.48437
42.09,59623.51441
42.12,59435.94354
42.15,59384.93222
42.18,59316.80182
42.21,59282.69101
42.24,59269.42239
42.27,59062.73395
42.3,59048.31809
42.33,58966.02246
42.36,58907.70517
42.39,58855.9675
42.42,58664.63851
42.45,58699.75008
42.48,58617.31795
42.51,58534.86658
42.54,58399.23509
42.57,58316.87187
42.6,58351.92064
42.63,58269.56559
42.66,58135.27679
42.69,58053.03697
42.72,57970.57389
42.75,58005.76597
42.78,57824.77044
42.81,57771.64483
42.84,57709.13444
42.87,57665.05669
42.9,57661.59437
42.93,57415.22162
42.96,57384.48989
42.99,57367.59482
43.02,57283.61842
43.05,57160.19517
43.08,57165.75494
43.11,57112.47559
43.14,57028.04353
43.17,56908.02164
43.2,56823.38434
43.23,56859.93091
43.26,56774.92138
43.29,56658.10315
43.32,56572.93103
43.35,56609.77154
43.38,56524.14932
43.41,56437.9941
43.44,56324.54082
43.47,56306.62297
43.5,56275.38304
43.53,56189.62713
43.56,56077.90449
43.59,56115.23358
43.62,56028.23728
43.65,56065.64875
43.68,55978.24208
43.71,55870.35775
43.74,55782.65186
43.77,55820.28032
43.8,55732.03363
43.83,55626.53898
43.86,55537.97358
43.89,55575.81165
43.92,55486.73307
43.95,55524.62478
43.98,55408.8917
44.01,55332.26473
44.04,55370.33159
44.07,55280.48131
44.1,55179.65851
44.13,55089.4588
44.16,55127.74576
44.19,55036.92799
44.22,55075.20865
44.25,54968.97589
44.28,54885.36183
44.31,54923.79872
44.34,54832.12268
44.37,54870.60986
44.4,54643.32252
44.43,54681.95217
44.46,54589.34647
44.49,54628.03458
44.52,54533.12288
44.55,54440.21814
44.58,54478.99912
44.61,54385.5585
44.64,54424.33498
44.67,54311.88764
44.7,54237.19376
44.73,54276.03829
44.76,54182.08983
44.79,54134.4972
44.82,53995.5397
44.85,54034.32553
44.88,54073.11659
44.91,53979.20897
44.94,53886.61663
44.97,53793.00583
45.0,53831.57535
45.03,53770.83338
45.06,53717.75535
45.09,53637.63106
45.12,53590.5131
45.15,53628.86231
45.18,53501.49272
45.21,53442.51566
45.24,53350.14727
45.27,53388.29252
45.3,53294.5916
45.33,53202.26883
45.36,53173.14215
45.39,53147.82225
45.42,53054.83897
45.45,52962.30105
45.48,53000.5082
45.51,52907.25032
45.54,52857.49623
45.57,52722.21273
45.6,52760.50681
45.63,52700.43085
45.66,52648.52138
45.69,52563.56837
45.72,52520.03379
45.75,52558.46978
45.78,52443.02409
45.81,52374.88245
45.84,52350.95843
45.87,52317.62141
45.9,52221.05525
45.93,52134.37615
45.96,52173.06445
45.99,52075.99201
46.02,52042.47656
46.05,51990.91975
46.08,51931.73048
46.11,51970.55722
46.14,51847.0205
46.17,51788.2671
46.2,51689.38332
46.23,51728.45146
46.26,51654.90525
46.29,51546.30589
46.32,51585.40118
46.35,51485.11048
46.38,51465.69215
46.41,51442.94852
46.44,51342.06739
46.47,51381.34856
46.5,51279.27137
46.53,51199.63467
46.56,51238.99009
46.59,51136.65071
46.62,51095.7312
46.65,51061.00236
46.68,50994.48149
46.71,51034.08786
46.74,50915.0306
46.77,50852.70545
46.8,50892.37786
46.83,50787.8579
46.86,50736.75038
46.89,50722.59652
46.92,50645.85102
46.95,50685.69595
46.98,50560.92489
47.01,50574.92377
47.04,50544.22383
47.07,50437.30011
47.1,50477.36463
47.13,50403.13986
47.16,50295.40489
47.19,50335.52446
47.22,50272.51555
47.25,50230.61442
47.28,50193.96883
47.31,50084.36408
47.34,50124.74873
47.37,50061.93785
47.4,50054.48693
47.43,49982.71479
47.46,50023.14838
47.49,49895.36713
47.52,49909.72727
47.55,49881.27031
47.58,49768.83773
47.61,49809.50906
47.64,49745.21641
47.67,49626.1822
47.7,49666.9985
47.73,49707.76376
47.76,49582.70631
47.79,49597.23593
47.82,49565.41945
47.85,49450.44193
47.88,49421.67576
47.91,49436.21132
47.94,49307.39328
47.97,49348.3302
48.0,49389.24536
48.03,49273.18858
48.06,49205.355
48.09,49246.24477
48.12,49129.95955
48.15,49117.31181
48.18,49103.31796
48.21,48986.92154
48.24,49027.73916
48.27,48960.32544
48.3,48951.92291
48.33,48884.59332
48.36,48925.41365
48.39,48800.68442
48.42,48815.21275
48.45,48782.5036
48.48,48665.63647
48.51,48643.36794
48.54,48657.89352
48.57,48522.41866
48.6,48563.21812
48.63,48496.88026
48.66,48486.11386
48.69,48419.93655
48.72,48460.71754
48.75,48331.27619
48.78,48345.83654
48.81,48317.48656
48.84,48198.22133
48.87,48177.10493
48.9,48191.69281
48.93,48054.04055
48.96,48095.11929
48.99,48030.7942
49.02,48014.9224
49.05,47950.86669
49.08,47991.98011
49.11,47869.75163
49.14,47887.35427
49.17,47847.54401
49.2,47812.02961
49.23,47722.55386
49.26,47737.247
49.29,47744.24285
49.32,47619.85951
49.35,47573.7411
49.38,47599.23693
49.41,47473.61899
49.44,47515.26551
49.47,47453.88154
49.5,47429.89575
49.53,47368.84487
49.56,47410.53421
49.59,47280.13025
49.62,47294.90139
49.65,47309.66835
49.68,47222.26159
49.71,47135.29526
49.74,47150.08364
49.77,47164.86715
49.8,47027.74082
49.83,47069.8976
49.86,47010.8867
49.89,46979.80477
49.92,46921.15676
49.95,46963.4691
49.98,46864.25805
50.01,46872.44613
50.04,46814.30843
50.07,46856.68037
50.1,46722.1703
50.13,46737.84613
50.16,46707.04677
50.19,46667.48543
50.22,46582.59289
50.25,46597.44812
50.28,46599.45382
50.31,46462.88579
50.34,46443.05513
50.37,46457.94825
50.4,46373.57042
50.43,46354.28613
50.46,46304.28194
50.49,46340.68564
50.52,46202.58134
50.55,46245.3961
50.58,46189.44385
50.61,46149.2222
50.64,46192.11415
50.67,46136.33078
50.7,46028.6362
50.73,46039.61638
50.76,46058.36689
50.79,46027.01608
50.82,45886.72529
50.85,45906.56156
50.88,45921.39133
50.91,45838.24502
50.94,45755.33065
50.97,45770.15056
51.0,45784.99427
51.03,45622.44075
51.06,45619.65904
51.09,45634.49218
51.12,45649.31811
51.15,45511.14449
51.18,45484.68308
51.21,45500.44477
51.24,45514.27473
51.27,45399.29836
51.3,45350.32446
51.33,45389.04952
51.36,45339.94447
51.39,45286.84688
51.42,45233.91774
51.45,45231.44184
51.48,45226.49238
51.51,45173.92356
51.54,45121.48226
51.57,45068.69448
51.6,45112.43203
51.63,45060.27241
51.66,44951.7736
51.69,44953.82897
51.72,44981.36319
51.75,44946.11502
51.78,44820.59133
51.81,44835.39335
51.84,44850.1954
51.87,44831.34433
51.9,44677.90229
51.93,44705.03494
51.96,44719.84475
51.99,44640.0761
52.02,44560.56547
52.05,44575.32855
52.08,44590.0876
52.11,44510.70404
52.14,44431.59638
52.17,44446.38515
52.2,44461.17212
52.23,44382.18439
52.26,44303.46023
52.29,44318.26306
52.32,44333.0699
52.35,44254.46218
52.38,44176.11185
52.41,44190.92654
52.44,44205.71999
52.47,44127.42989
52.5,44049.39174
52.53,44064.1636
52.56,44081.02056
52.59,43916.31542
52.62,43923.34071
52.65,43938.12344
52.68,43952.8906
52.71,43793.36554
52.74,43797.91305
52.77,43812.67075
52.8,43827.42999
52.83,43669.27095
52.86,43673.11831
52.89,43687.85373
52.92,43702.5764
52.95,43543.91229
52.98,43548.87106
53.01,43563.60188
53.04,43578.33621
53.07,43417.26533
53.1,43425.33695
53.13,43440.02583
53.16,43454.71148
53.19,43378.38787
53.22,43302.32457
53.25,43317.04208
53.28,43331.75651
53.31,43255.81019
53.34,43180.11937
53.37,43194.81956
53.4,43210.34066
53.43,43133.90736
53.46,43058.56991
53.49,43073.27008
53.52,43087.96635
53.55,43012.71798
53.58,42937.69506
53.61,42952.33635
53.64,42966.97383
53.67,42892.03049
53.7,42817.37746
53.73,42832.03745
53.76,42846.69439
53.79,42772.12541
53.82,42697.80858
53.85,42712.47054
53.88,42727.13051
53.91,42726.76449
53.94,42578.82589
53.97,42579.10441
54.0,42608.08241
54.03,42588.8093
54.06,42548.69578
54.09,42474.82373
54.12,42488.49477
54.15,42504.04611
54.18,42430.25647
54.21,42356.53327
54.24,42348.53469
54.27,42385.70267
54.3,42358.66696
54.33,42238.29686
54.36,42252.84356
54.39,42258.00321
54.42,42218.80694
54.45,42120.1186
54.48,42134.64254
54.51,42119.07367
54.54,41991.48152
54.57,42040.14452
54.6,42016.39474
54.63,41980.55634
54.66,41869.3244
54.69,41901.49183
54.72,41898.24726
54.75,41841.86501
54.78,41751.2584
54.81,41765.65801
54.84,41780.06767
54.87,41794.47363
54.9,41633.38506
54.93,41647.7682
54.96,41672.38297
54.99,41588.90768
55.02,41515.79781
55.05,41530.16324
55.08,41544.54257
55.11,41471.51443
55.14,41381.25184
55.17,41412.98956
55.2,41427.34467
55.23,41267.51165
55.26,41281.84788
55.29,41287.26997
55.32,41310.51378
55.35,41211.8641
55.38,41165.46388
55.41,41142.30902
55.44,41192.05221
55.47,41068.2562
55.5,41049.41465
55.53,41063.70729
55.56,40958.97279
55.59,40922.73327
55.62,40933.8279
55.65,40948.11344
55.68,40790.16444
55.71,40804.43136
55.74,40825.23811
55.77,40833.02295
55.8,40675.59028
55.83,40689.88287
55.86,40704.13795
55.89,40718.3469
55.92,40561.2985
55.95,40557.55457
55.98,40589.68709
56.01,40603.89453
56.04,40447.32538
56.07,40461.51381
56.1,40453.74094
56.13,40420.37166
56.16,40386.87177
56.19,40347.93739
56.22,40362.12644
56.25,40206.47872
56.28,40230.69308
56.31,40234.82459
56.34,40248.9626
56.37,40093.72217
56.4,40107.84015
56.43,40124.09906
56.46,40136.09661
56.49,39981.3149
56.52,39993.02523
56.55,40009.54459
56.58,40023.64535
56.61,39869.27842
56.64,39883.35889
56.67,39880.82892
56.7,39850.85036
56.73,39757.57912
56.76,39771.64415
56.79,39785.69728
56.82,39632.15264
56.85,39653.51962
56.88,39660.19743
56.91,39674.24294
56.94,39521.154
56.97,39535.19782
57.0,39549.23849
57.03,39563.23721
57.06,39410.49594
57.09,39424.4564
57.12,39438.41355
57.15,39452.39143
57.18,39300.0776
57.21,39314.04003
57.24,39327.99897
57.27,39323.8348
57.3,39214.89335
57.33,39203.97831
57.36,39217.91298
57.39,39231.85833
57.42,39080.34361
57.45,39094.26749
57.48,39108.18591
57.51,39039.48371
57.54,38970.91576
57.57,38984.78604
57.6,38998.66239
57.63,38847.93929
57.66,38861.831
57.69,38875.71919
57.72,38854.29964
57.75,38750.16264
57.78,38753.10131
57.81,38766.95199
57.84,38780.79848
57.87,38630.82623
57.9,38644.64959
57.93,38675.72611
57.96,38672.29197
57.99,38522.70869
58.02,38536.51016
58.05,38550.30842
58.08,38564.13846
58.11,38415.00437
58.14,38428.84423
58.17,38442.68083
58.2,38410.93023
58.23,38312.65928
58.26,38321.43832
58.29,38335.19645
58.32,38348.95834
58.35,38200.54739
58.38,38214.29061
58.41,38228.18253
58.44,38241.76602
58.47,38093.72875
58.5,38107.44083
58.53,38085.67131
58.56,38134.89234
58.59,37987.26909
58.62,38001.00399
58.65,38014.73562
58.68,38028.43866
58.71,37881.12305
58.74,37899.1302
58.77,37908.47107
58.8,37922.14333
58.83,37775.13286
58.86,37788.78077
58.89,37802.42542
58.92,37816.07171
58.95,37669.32183
58.98,37682.94276
59.01,37696.56072
59.04,37639.97773
59.07,37563.6552
59.1,37577.25797
59.13,37590.8571
59.16,37604.4463
59.19,37458.08459
59.22,37459.21937
59.25,37485.20607
59.28,37498.77663
59.31,37352.58599
59.34,37366.12963
59.37,37379.66439
59.4,37233.60151
59.43,37269.12281
59.46,37260.54951
59.49,37274.01911
59.52,37128.14879
59.55,37141.60074
59.58,37155.04944
59.61,37168.49584
59.64,37022.83781
59.67,37036.26209
59.7,37049.68315
59.73,37002.81315
59.76,36917.72114
59.79,36931.1577
59.82,36944.59115
59.85,36958.01498
59.88,36812.8553
59.91,36816.93615
59.94,36839.61249
59.97,36773.84989
60.0,36708.09628
60.03,36721.46002
60.06,36734.82064
60.09,36590.20049
60.12,36622.26506
60.15,36616.84339
60.18,36630.1591
60.21,36485.8102
60.24,36499.13796
60.27,36512.46261
60.3,36525.78431
60.33,36381.71767
60.36,36394.972
60.39,36408.22314
60.42,36342.93179
60.45,36277.65337
60.48,36313.67695
60.51,36304.20851
60.54,36160.70791
60.57,36173.9556
60.6,36187.19476
60.63,36189.49013
60.66,36112.82414
60.69,36070.40055
60.72,36083.59589
60.75,36096.78816
60.78,35953.7948
60.81,35966.95572
60.84,35984.06777
60.87,35915.28717
60.9,35850.47448
60.93,35863.60418
60.96,35876.76449
60.99,35812.1135
61.02,35770.03231
61.05,35760.5934
61.08,35773.70694
61.11,35631.49795
61.14,35644.58702
61.17,35613.22474
61.2,35670.78202
61.23,35528.84802
61.26,35541.93104
61.29,35555.00604
61.32,35568.06254
61.35,35426.35514
61.38,35439.38715
61.41,35452.42071
61.44,35388.21642
61.47,35324.01669
61.5,35337.0392
61.53,35350.05509
61.56,35285.93669
61.59,35248.77708
61.62,35234.80059
61.65,35247.77779
61.68,35106.84357
61.71,35119.83363
61.74,35132.82065
61.77,35145.80374
61.8,35005.09576
61.83,35018.04719
61.86,35030.99557
61.89,35043.94193
61.92,34903.47762
61.95,34884.84561
61.98,34929.33755
62.01,34942.26427
62.04,34802.00585
62.07,34814.88614
62.1,34827.76354
62.13,34764.17402
62.16,34700.62862
62.19,34752.34319
62.22,34726.39641
62.25,34662.93555
62.28,34599.48256
62.31,34612.33
62.34,34625.17452
62.37,34485.61542
62.4,34498.45291
62.43,34511.29027
62.46,34524.12469
62.49,34384.80244
62.52,34397.56235
62.55,34410.30725
62.58,34423.04927
62.61,34283.87901
62.64,34296.65555
62.67,34309.45005
62.7,34322.2416
62.73,34183.36239
62.76,34196.07515
62.79,34208.75842
62.82,34145.7095
62.85,34082.67867
62.88,34095.37152
62.91,34108.08663
62.94,34045.18711
62.97,33982.3067
63.0,33994.97715
63.03,34007.62895
63.06,33944.78244
63.09,33881.95609
63.12,33894.603
63.15,33907.27595
63.18,33769.21961
63.21,33768.03167
63.24,33794.49804
63.27,33807.10181
63.3,33669.20455
63.33,33681.78367
63.36,33694.37831
63.39,33707.02181
63.42,33569.39014
63.45,33614.68956
63.48,33594.62503
63.51,33607.21777
63.54,33469.75845
63.57,33482.32646
63.6,33494.89452
63.63,33432.56437
63.66,33370.25945
63.69,33382.83701
63.72,33395.41176
63.75,33333.11372
63.78,33270.84057
63.81,33283.34035
63.84,33295.83727
63.87,33233.68929
63.9,33171.57981
63.93,33184.13468
63.96,33196.68679
63.99,33060.01155
64.02,33072.47831
64.05,33084.94228
64.08,33097.40343
64.11,32960.94327
64.14,32973.45513
64.17,32985.96418
64.2,32998.47053
64.23,32862.20111
64.26,32874.65501
64.29,32887.10621
64.32,32899.5546
64.35,32754.65756
64.38,32775.90701
64.41,32788.35339
64.44,32800.79703
64.47,32664.86686
64.5,32677.20139
64.53,32689.53317
64.56,32627.76783
64.59,32554.23288
64.62,32578.41574
64.65,32590.7844
64.68,32529.15572
64.71,32467.5604
64.74,32479.87592
64.77,32492.18877
64.8,32430.60283
64.83,32369.05187
64.86,32381.35805
64.89,32393.66429
64.92,32332.16952
64.95,32270.71053
64.98,32282.94274
65.01,32295.15579
65.04,32233.66458
65.07,32172.21018
65.1,32184.4206
65.13,32196.64484
65.16,32061.70655
65.19,32073.90647
65.22,32086.08354
65.25,32098.23272
65.28,31963.41195
65.31,31975.53699
65.34,31987.67148
65.37,31999.83295
65.4,31865.21708
65.43,31877.35434
65.46,31889.48556
65.49,31828.2771
65.52,31767.1058
65.55,31779.18849
65.58,31791.26837
65.61,31730.17252
65.64,31669.11503
65.67,31681.21538
65.7,31693.31302
65.73,31632.24003
65.76,31571.19335
65.79,31583.20857
65.82,31595.22099
65.85,31534.24212
65.88,31473.32218
65.91,31485.36802
65.94,31424.48129
65.97,31363.62829
66.0,31375.64055
66.03,31387.65007
66.06,31326.82281
66.09,31266.04705
66.12,31278.0814
66.15,31290.11306
66.18,31229.40367
66.21,31168.72392
66.24,31180.65455
66.27,31119.94086
66.3,31059.2642
66.33,31071.16831
66.36,31083.14779
66.39,31022.58645
66.42,30962.06209
66.45,30974.02282
66.48,30913.48076
66.51,30925.35596
66.54,30864.82698
66.57,30876.68768
66.6,30816.21982
66.63,30755.81493
66.66,30767.70311
66.69,30779.58864
66.72,30719.19701
66.75,30658.80819
66.78,30670.61708
66.81,30610.25999
66.84,30526.98167
66.87,30561.80534
66.9,30573.66165
66.93,30513.44519
66.96,30453.26762
66.99,30465.04338
67.02,30404.83358
67.05,30344.66356
67.08,30356.40661
67.11,30368.18837
67.14,30308.10231
67.17,30248.05672
67.2,30259.83198
67.23,30199.79317
67.26,30211.51401
67.29,30151.49107
67.32,30163.19757
67.35,30103.21168
67.38,30043.31498
67.41,30055.05594
67.44,29995.18074
67.47,30006.90746
67.5,29947.00399
67.53,29958.64832
67.56,29898.76449
67.59,29838.92467
67.62,29850.58003
67.65,29862.24475
67.68,29802.46864
67.71,29742.73727
67.74,29754.3645
67.77,29694.62754
67.8,29634.93618
67.83,29646.52669
67.86,29658.12559
67.89,29598.48669
67.92,29529.38662
67.95,29550.4961
67.98,29490.91654
68.01,29502.46916
68.04,29442.89757
68.07,29454.43599
68.1,29394.87643
68.13,29335.40506
68.16,29346.97076
68.19,29287.52269
68.22,29299.07423
68.25,29239.63923
68.28,29251.11176
68.31,29191.65284
68.34,29132.24369
68.37,29143.70404
68.4,29155.20777
68.43,29095.86179
68.46,29036.56621
68.49,29048.04433
68.52,28988.73403
68.55,29000.17649
68.58,28940.91294
68.61,28952.34148
68.64,28893.11829
68.67,28833.96419
68.7,28845.42018
68.73,28786.26898
68.76,28797.68582
68.79,28738.51992
68.82,28749.8842
68.85,28690.71992
68.88,28631.61526
68.91,28643.01052
68.94,28654.40342
68.97,28595.34569
69.0,28536.34227
69.03,28547.69179
69.06,28488.66491
69.09,28499.99655
69.12,28419.0787
69.15,28452.3626
69.18,28393.43491
69.21,28334.56298
69.24,28345.90582
69.27,28357.2369
69.3,28298.31316
69.33,28239.44608
69.36,28250.71725
69.39,28197.60188
69.42,28203.15293
69.45,28101.23921
69.48,28155.68373
69.51,28096.9133
69.54,28038.18299
69.57,28049.42664
69.6,27990.67548
69.63,28001.90552
69.66,27943.21979
69.69,27954.47175
69.72,27895.80199
69.75,27837.19193
69.78,27810.86331
69.81,27859.60735
69.84,27800.94906
69.87,27742.35126
69.9,27753.51751
69.93,27694.95739
69.96,27706.19093
69.99,27647.71932
70.02,27658.93926
70.05,27601.84878
70.08,27541.96249
70.11,27540.31942
70.14,27564.24416
70.17,27505.74945
70.2,27447.3541
70.23,27458.50845
70.26,27400.09844
70.29,27411.23931
70.32,27352.88197
70.35,27363.99696
70.38,27305.61676
70.41,27274.73309
70.44,27258.40252
70.47,27228.45571
70.5,27211.21202
70.53,27152.97066
70.56,27164.06655
70.59,27105.76937
70.62,27116.81265
70.65,27058.57407
70.68,27069.60407
70.71,27011.36903
70.74,26953.22173
70.77,26973.28485
70.8,26975.32515
70.83,26917.14651
70.86,26859.01056
70.89,26870.00678
70.92,26811.84662
70.95,26822.82962
70.98,26764.74453
71.01,26775.72712
71.04,26717.61907
71.07,26659.57955
71.1,26670.52516
71.13,26691.31088
71.16,26623.3534
71.19,26565.32345
71.22,26550.419
71.25,26587.18621
71.28,26529.18598
71.31,26471.25559
71.34,26482.19219
71.37,26424.21239
71.4,26366.29298
71.43,26377.17503
71.46,26388.05495
71.49,26330.10362
71.52,26311.54549
71.55,26283.09327
71.58,26293.95232
71.61,26236.04169
71.64,26143.478
71.67,26189.0288
71.7,26131.15462
71.73,26141.97396
71.76,26084.19099
71.79,26095.04261
71.82,26037.24975
71.85,25979.53036
71.88,25990.35593
71.91,26020.24474
71.94,25943.34898
71.97,25885.62707
72.0,25896.39046
72.03,25838.65148
72.06,25849.43136
72.09,25791.77467
72.12,25802.54168
72.15,25744.84746
72.18,25687.22707
72.21,25697.9686
72.24,25708.70805
72.27,25651.04674
72.3,25593.48384
72.33,25639.63898
72.36,25614.9732
72.39,25557.37362
72.42,25499.84147
72.45,25499.31463
72.48,25452.94607
72.51,25463.62684
72.54,25406.11373
72.57,25416.82783
72.6,25359.32259
72.63,25301.89504
72.66,25312.58871
72.69,25323.26524
72.72,25265.76302
72.75,25208.33902
72.78,25244.94234
72.81,25229.61803
72.84,25172.17395
72.87,25114.8087
72.9,25117.64711
72.93,25068.03751
72.96,25056.7022
72.99,25021.29455
73.02,25031.88636
73.05,24974.48957
73.08,24917.17966
73.11,24927.7991
73.14,24938.41662
73.17,24881.10321
73.2,24823.86941
73.23,24870.80503
73.26,24844.97084
73.29,24787.63676
73.32,24730.38279
73.35,24740.90866
73.38,24683.65485
73.41,24694.20329
73.44,24602.06954
73.47,24647.55857
73.5,24590.32938
73.53,24533.1767
73.56,24543.67772
73.59,24554.17676
73.62,24496.98607
73.65,24439.89611
73.68,24450.40151
73.71,24460.90494
73.74,24403.77033
73.77,24363.49802
73.8,24357.14126
73.83,24300.01341
73.86,24310.4503
73.89,24253.41244
73.92,24232.64609
73.95,24206.84357
73.98,24149.87966
74.01,24160.33185
74.04,24170.76379
74.07,24113.73893
74.1,24056.78869
74.13,24067.19301
74.16,24077.59986
74.19,24020.63085
74.22,23963.73423
74.25,23999.31869
74.28,23917.20859
74.31,23927.57705
74.34,23870.70318
74.37,23881.05544
74.4,23824.15978
74.43,23767.34538
74.46,23761.28748
74.49,23737.54292
74.52,23731.30715
74.55,23674.57672
74.58,23684.91222
74.61,23628.14301
74.64,23638.45844
74.67,23581.74632
74.7,23592.05798
74.73,23535.38204
74.76,23545.71199
74.79,23533.11781
74.82,23509.67777
74.85,23442.77672
74.88,23396.20072
74.91,23396.45856
74.94,23339.87339
74.97,23350.1338
75.0,23293.619
75.03,23281.43818
75.06,23247.37035
75.09,23236.13566
75.12,23201.14221
75.15,23211.35077
75.18,23154.86348
75.21,23098.43313
75.24,23108.62119
75.27,23052.23388
75.3,23062.45412
75.33,23006.12493
75.36,23016.33274
75.39,22968.38133
75.42,22970.16312
75.45,22923.90027
75.48,22924.03734
75.51,22867.7194
75.54,22811.47313
75.57,22821.61637
75.6,22765.33461
75.63,22775.46603
75.66,22706.08071
75.69,22685.10541
75.72,22664.24439
75.75,22683.14628
75.78,22626.95336
75.81,22637.07309
75.84,22580.88593
75.87,22524.78858
75.9,22534.89935
75.93,22478.72928
75.96,22488.78739
75.99,22432.67677
76.02,22466.63519
76.05,22386.54556
76.08,22359.82544
76.11,22340.54285
76.14,22284.41679
76.17,22294.46254
76.2,22238.43363
76.23,22248.45866
76.26,22192.34367
76.29,22202.35737
76.32,22138.63039
76.35,22120.07725
76.38,22100.30385
76.41,22017.3892
76.44,22054.37164
76.47,21998.34289
76.5,22008.32441
76.53,21952.35599
76.56,21962.31962
76.59,21906.27616
76.62,21916.23655
76.65,21860.32848
76.68,21870.30854
76.71,21823.12707
76.74,21805.21247
76.77,21787.4009
76.8,21712.45323
76.83,21722.39882
76.86,21668.83572
76.89,21676.47127
76.92,21620.56972
76.95,21630.52338
76.98,21574.71645
77.01,21583.72101
77.04,21528.77906
77.07,21472.97956
77.1,21468.26775
77.13,21427.01648
77.16,21435.55603
77.19,21353.79757
77.22,21337.72843
77.25,21335.26423
77.28,21345.16568
77.31,21289.45573
77.34,21299.31652
77.37,21243.5225
77.4,21187.8166
77.43,21197.65617
77.46,21141.9067
77.49,21151.75915
77.52,21146.96285
77.55,21131.12614
77.58,21050.25884
77.61,21060.07551
77.64,21018.52343
77.67,21014.2438
77.7,20958.56056
77.73,20906.72214
77.76,20912.78658
77.79,20922.60586
77.82,20866.99969
77.85,20811.4785
77.88,20821.26098
77.91,20765.6521
77.94,20775.39841
77.97,20719.87252
78.0,20706.70509
78.03,20674.06178
78.06,20612.32547
78.09,20597.91817
78.12,20572.87692
78.15,20569.21
78.18,20527.20434
78.21,20536.93128
78.24,20481.46443
78.27,20491.18006
78.3,20435.80537
78.33,20445.5318
78.36,20390.11897
78.39,20334.79519
78.42,20344.50064
78.45,20316.73425
78.48,20302.54044
78.51,20288.48451
78.54,20274.45896
78.57,20197.69156
78.6,20207.36721
78.63,20167.85988
78.66,20161.78613
78.69,20106.4672
78.72,20062.01278
78.75,20060.89674
78.78,20005.60417
78.81,20015.24213
78.84,19960.04919
78.87,19969.68283
78.9,19914.42647
78.93,19924.05681
78.96,19868.90293
78.99,19878.3861
79.02,19823.26314
79.05,19768.10254
79.08,19775.25449
79.11,19722.42338
79.14,19731.98114
79.17,19672.85208
79.2,19660.50641
79.23,19631.27557
79.26,19635.86984
79.29,19559.07251
79.32,19546.92514
79.35,19534.82399
79.38,19458.26279
79.41,19494.55402
79.44,19439.39997
79.47,19448.95618
79.5,19393.93365
79.53,19403.4794
79.56,19348.35998
79.59,19357.88411
79.62,19302.86259
79.65,19312.37251
79.68,19257.25225
79.71,19262.48312
79.74,19250.79209
79.77,19239.10532
79.8,19166.23718
79.83,19151.3696
79.86,19139.87717
79.89,19065.68454
79.92,19075.1359
79.95,19041.14994
79.98,19029.8265
80.01,18974.52841
80.04,18983.99996
80.07,18931.98131
80.1,18938.53445
80.13,18883.50196
80.16,18834.72401
80.19,18838.01338
80.22,18782.98353
80.25,18792.40393
80.28,18737.49385
80.31,18746.92416
80.34,18691.9317
80.37,18701.35563
80.4,18646.48324
80.43,18655.89633
80.46,18600.90086
80.49,18546.02686
80.52,18555.40516
80.55,18564.78212
80.58,18509.80842
80.61,18454.98246
80.64,18464.37452
80.67,18409.4418
80.7,18418.82378
80.73,18364.0026
80.76,18371.14598
80.79,18318.41052
80.82,18327.74983
80.85,18272.9298
80.88,18268.05389
80.91,18227.35659
80.94,18172.56839
80.97,18175.20769
81.0,18165.76085
81.03,18136.32311
81.06,18081.55233
81.09,18073.48522
81.12,18035.98228
81.15,18045.28184
81.18,17981.65464
81.21,17972.54307
81.24,17945.07046
81.27,17954.32851
81.3,17881.32601
81.33,17872.31034
81.36,17854.09945
81.39,17790.36238
81.42,17781.48219
81.45,17772.61074
81.48,17763.06229
81.51,17691.09224
81.54,17682.37932
81.57,17662.8545
81.6,17664.99923
81.63,17592.49838
81.66,17583.91356
81.69,17571.89993
81.72,17566.82854
81.75,17494.51309
81.78,17486.0895
81.81,17477.68565
81.84,17405.53744
81.87,17397.23623
81.9,17388.92651
81.93,17380.66183
81.96,17308.65937
81.99,17300.46208
82.02,17290.03129
82.05,17284.16835
82.08,17212.35045
82.11,17204.29605
82.14,17196.25821
82.17,17188.29469
82.2,17116.62132
82.23,17108.66705
82.26,17100.75243
82.29,17092.88668
82.32,17021.36418
82.35,17013.54265
82.38,17005.7827
82.41,16934.41769
82.44,16926.70721
82.47,16918.99799
82.5,16911.35538
82.53,16840.12965
82.56,16832.51751
82.59,16824.91516
82.62,16817.38746
82.65,16746.34706
82.68,16738.87936
82.71,16731.43429
82.74,16724.04662
82.77,16653.14492
82.8,16645.74462
82.83,16638.37722
82.86,16567.5707
82.89,16560.27035
82.92,16552.97938
82.95,16545.76342
82.98,16475.13876
83.01,16467.98002
83.04,16460.8222
83.07,16453.70961
83.1,16383.21746
83.13,16376.15132
83.16,16364.02802
83.19,16362.07125
83.22,16291.72289
83.25,16284.78174
83.28,16273.42316
83.31,16270.9532
83.34,16200.75857
83.37,16193.89882
83.4,16182.81881
83.43,16116.88346
83.46,16110.09102
83.49,16103.2994
83.52,16092.11986
83.55,16026.54578
83.58,16019.87402
83.61,16013.20299
83.64,16001.52857
83.67,15936.68042
83.7,15930.08877
