Time,Kn,Pressure,Thrust,Mass Flux,Mass Flow,Cf,Burn Depth,Surface Area
0.8,2020.39749938327,29509.859375,370831.75,38.650634765625,2181.36326709684,0,1.23848628997803,25389.05848353
0.81,2014.33377963595,29355.0625,368886.53125,38.1894111633301,2169.92068145139,0,1.25280582904816,25312.8595497363
0.82,2008.28575416103,29201.013671875,366950.6875,37.735034942627,2158.5334015662,0,1.26709318161011,25236.857835945
0.83,2002.25397254813,29047.72265625,365024.375,37.2873954772949,2147.20222295614,0,1.28134834766388,25161.0602485017
0.84,1996.23783942024,28895.17578125,363107.40625,36.8463554382324,2135.92596852832,0,1.29557144641876,25085.4593056796
0.85,1990.23733967642,28743.369140625,361199.75,36.411792755127,2124.70439592041,0,1.30976247787476,25010.054817715
0.86,1984.2530225868,28592.310546875,359301.5,35.9836120605469,2113.53823541119,0,1.32392144203186,24934.8536869381
0.87,1978.28401129187,28441.98046875,357412.40625,35.5616645812988,2102.42583043888,0,1.33804845809937,24859.8448944097
0.88,1972.3311220163,28292.39453125,355532.65625,35.1458740234375,2091.36844186525,0,1.35214364528656,24785.0386971098
0.89,1966.39349356959,28143.52734375,353661.90625,34.7360916137695,2080.36424910023,0,1.36620700359344,24710.4242730011
0.9,1960.47165997326,27995.392578125,351800.40625,34.3322372436523,2069.41414999957,0,1.38023865222931,24636.0083327948
0.91,1954.56532439463,27847.978515625,349947.9375,33.9341888427734,2058.51735819918,0,1.39423859119415,24561.7871463824
0.92,1948.67445700458,27701.283203125,348104.53125,33.5418510437012,2047.67368022413,0,1.40820693969727,24487.7603389197
0.93,1942.79904308436,27555.3046875,346270.09375,33.1551170349121,2036.88293888903,0,1.42214369773865,24413.9277254459
0.94,1936.93934952398,27410.044921875,344444.71875,32.7739028930664,2026.14537561883,0,1.4360488653183,24340.292659799
0.95,1931.09478342534,27265.48828125,342628.15625,32.3980941772461,2015.4597753433,0,1.44992256164551,24266.8476914031
0.96,1925.26559683402,27121.638671875,340820.5,32.0275993347168,2004.82642727305,0,1.46376490592957,24193.5959875559
0.97,1919.45177521936,26978.4921875,339021.65625,31.6623268127441,1994.24509397422,0,1.47757589817047,24120.5373656598
0.98,1913.65328908995,26836.048828125,337231.65625,31.3021907806396,1983.7156465326,0,1.49135565757751,24047.6714551147
0.99,1907.87012400857,26694.30078125,335450.40625,30.9470996856689,1973.23772458521,0,1.5051041841507,23974.9980744974
1,1902.10198443316,26553.244140625,333677.84375,30.596960067749,1962.81080171848,0,1.51882147789001,23902.5135099174
1.01,1896.34912230839,26412.87890625,331913.96875,30.2516956329346,1952.43504185597,0,1.53250765800476,23830.2209274043
1.02,1890.61150836523,26273.203125,330158.75,29.9112205505371,1942.11025598239,0,1.54616284370422,23758.1199591525
1.03,1884.88884743076,26134.208984375,328412.09375,29.5754470825195,1931.83579739619,0,1.5597870349884,23686.2068959107
1.04,1879.1811255014,25995.890625,326673.9375,29.2442951202393,1921.61137168734,0,1.5733802318573,23614.4815617048
1.05,1873.48859445257,25858.255859375,324944.34375,28.9176959991455,1911.43738904533,0,1.5869425535202,23542.9471216937
1.06,1867.81094452945,25721.291015625,323223.21875,28.5955638885498,1901.31300526251,0,1.6004741191864,23471.5996833847
1.07,1862.14844251214,25585.00390625,321510.5625,28.2778301239014,1891.23864521048,0,1.6139749288559,23400.4425992344
1.08,1856.50051323766,25449.375,319806.21875,27.9644107818604,1881.21301219362,0,1.62744498252869,23329.4686415333
1.09,1850.86768921826,25314.41796875,318110.28125,27.6552448272705,1871.23698654379,0,1.64088439941406,23258.6845020263
1.1,1845.24966120156,25180.12109375,316422.65625,27.3502559661865,1861.30979050491,0,1.65429329872131,23188.0862945341
1.11,1839.64641551265,25046.482421875,314743.3125,27.049373626709,1851.43125611544,0,1.66767168045044,23117.6738472129
1.12,1834.05765822802,24913.4921875,313072.125,26.7525253295898,1841.60068683104,0,1.68101954460144,23047.4434665115
1.13,1828.48392150657,24781.1640625,311409.21875,26.459659576416,1831.81895891307,0,1.69433701038361,22977.4018397347
1.14,1822.92463130398,24649.478515625,309754.40625,26.1706943511963,1822.08478651297,0,1.70762407779694,22907.5417532301
1.15,1817.38031960376,24518.447265625,308107.84375,25.8855819702148,1812.39898200476,0,1.72088086605072,22837.8698920985
1.16,1811.85041273118,24388.0546875,306469.28125,25.604248046875,1802.76038684797,0,1.73410737514496,22768.3790473319
1.17,1806.33488263694,24258.296875,304838.6875,25.3266258239746,1793.16876070815,0,1.74730372428894,22699.0688664526
1.18,1800.83413594034,24129.18359375,303216.1875,25.0526714324951,1783.62472721458,0,1.76046991348267,22629.9444591884
1.19,1795.34772469799,24000.701171875,301601.65625,24.7823143005371,1774.12731962142,0,1.77360606193542,22561.0001965176
1.2,1789.87591554715,23872.853515625,299995.0625,24.5155010223389,1764.6768366847,0,1.78671216964722,22492.2394291024
1.21,1784.41840078698,23745.630859375,298396.34375,24.2521705627441,1755.2725768887,0,1.79978835582733,22423.6582902607
1.22,1778.97530721125,23619.03515625,296805.5,23.9922695159912,1745.9146392439,0,1.81283462047577,22355.2583733297
1.23,1773.54660697806,23493.0625,295222.46875,23.735746383667,1736.60278475485,0,1.82585108280182,22287.0393284377
1.24,1768.13214734974,23367.708984375,293647.21875,23.4825401306152,1727.33665280674,0,1.83883774280548,22218.999236227
1.25,1762.73191544383,23242.970703125,292079.71875,23.2326049804688,1718.11602061202,0,1.85179460048676,22151.137934812
1.26,1757.34602331654,23118.849609375,290519.96875,22.9858875274658,1708.94097273014,0,1.86472177505493,22083.4568323322
1.27,1751.97430371166,22995.337890625,288967.875,22.7423343658447,1699.81101254334,0,1.8776193857193,22015.9538269845
1.28,1746.61660430084,22872.4296875,287423.375,22.5018939971924,1690.7257213815,0,1.89048743247986,21948.6270045547
1.29,1741.27319157653,22750.1328125,285886.53125,22.2645282745361,1681.68551960819,0,1.90332591533661,21881.4797138852
1.3,1735.94389852425,22628.4375,284357.28125,22.030179977417,1672.68985086861,0,1.91613495349884,21814.5098562103
1.31,1730.62857303045,22507.33984375,282835.5,21.7988033294678,1663.7383603484,0,1.92891454696655,21747.7155200155
1.32,1725.32732735315,22386.841796875,281321.28125,21.5703563690186,1654.83113387983,0,1.94166481494904,21681.0981159762
1.33,1720.04000952956,22266.935546875,279814.5,21.3447895050049,1645.96769427632,0,1.95438575744629,21614.655734472
1.34,1714.76673185023,22147.623046875,278315.1875,21.1220626831055,1637.14812744267,0,1.9670774936676,21548.3897865873
1.35,1709.50720315264,22028.89453125,276823.1875,20.9021244049072,1628.37176294091,0,1.97974002361298,21482.2966134668
1.36,1704.2616751764,21910.755859375,275338.625,20.6849422454834,1619.63894388638,0,1.9923734664917,21416.3793785631
1.37,1699.02984232367,21793.1953125,273861.3125,20.4704627990723,1610.94892609791,0,2.00497794151306,21350.6342416213
1.38,1693.81198561004,21676.220703125,272391.375,20.2586555480957,1602.30214176881,0,2.01755332946777,21285.0647339865
1.39,1688.60781427876,21559.8203125,270928.625,20.0494766235352,1593.69786249228,0,2.03009963035584,21219.6672019026
1.4,1683.41756534846,21444,269473.1875,19.842887878418,1585.1364162739,0,2.04261708259583,21154.4446238328
1.41,1678.24080915111,21328.74609375,268024.875,19.638843536377,1576.61688422996,0,2.05510568618774,21089.3916004106
1.42,1673.07781203042,21214.064453125,266583.75,19.437313079834,1568.1396223418,0,2.06756544113159,21024.511478609
1.43,1667.92839363762,21099.947265625,265149.6875,19.2382507324219,1559.70413365233,0,2.07999658584595,20959.8019920992
1.44,1662.79271032511,20986.3984375,263722.8125,19.0416316986084,1551.31060821043,0,2.09239888191223,20895.2651056627
1.45,1657.67044287926,20873.40625,262302.90625,18.8474063873291,1542.95829727383,0,2.10477256774902,20830.8968079438
1.46,1652.56171855411,20760.974609375,260890.046875,18.6555480957031,1534.64736450864,0,2.11711764335632,20766.6986980633
1.47,1647.46666450025,20649.103515625,259484.234375,18.4660224914551,1526.37784878924,0,2.12943410873413,20702.6723738427
1.48,1642.38496188116,20537.783203125,258085.34375,18.2787895202637,1518.14906645563,0,2.14172220230103,20638.8138286647
1.49,1637.31659909478,20427.01171875,256693.34375,18.0938148498535,1509.96086750435,0,2.15398192405701,20575.1229167335
1.5,1632.26184227903,20316.79296875,255308.296875,17.9110717773438,1501.81354329345,0,2.16621327400208,20511.6029824362
1.51,1627.22026321841,20207.1171875,253930.078125,17.7305221557617,1493.7063126041,0,2.17841625213623,20448.2486446594
1.52,1622.19212807229,20097.986328125,252558.6875,17.5521373748779,1485.63940510479,0,2.19059085845947,20385.0632480595
1.53,1617.17725745025,19989.396484375,251194.109375,17.3758869171143,1477.61245563347,0,2.20273733139038,20322.0445383506
1.54,1612.17563993253,19881.345703125,249836.3125,17.2017345428467,1469.62531566078,0,2.21485567092896,20259.1923720277
1.55,1607.18726412583,19773.830078125,248485.21875,17.029655456543,1461.67777503815,0,2.2269458770752,20196.5066059183
1.56,1602.21211866328,19666.84765625,247140.84375,16.8596172332764,1453.7696857264,0,2.2390079498291,20133.9870971824
1.57,1597.25002459773,19560.39453125,245803.109375,16.6915893554688,1445.9006863412,0,2.25104212760925,20071.6315971041
1.58,1592.30124795961,19454.474609375,244472.09375,16.5255470275879,1438.07106646382,0,2.26304841041565,20009.4434487197
1.59,1587.36536170734,19349.07421875,243147.59375,16.3614559173584,1430.27993229512,0,2.27502679824829,19947.4172856676
1.6,1582.44263189162,19244.201171875,241829.71875,16.1992931365967,1422.52769730434,0,2.28697729110718,19885.5564512386
1.61,1577.53304732474,19139.849609375,240518.390625,16.0390319824219,1414.81409115807,0,2.29889988899231,19823.8608048441
1.62,1572.63629100193,19036.013671875,239213.546875,15.8806409835815,1407.13857010592,0,2.31079483032227,19762.3263628853
1.63,1567.7524904666,18932.6953125,237915.21875,15.7240972518921,1399.5012374614,0,2.32266211509705,19700.9547281198
1.64,1562.88177316206,18829.890625,236623.328125,15.5693740844727,1391.90200991044,0,2.33450174331665,19639.7475020469
1.65,1558.02398967153,18727.6015625,235337.9375,15.4164485931396,1384.3407427972,0,2.34631371498108,19578.7028070406
1.66,1553.17899072892,18625.81640625,234058.859375,15.2652912139893,1376.81685990931,0,2.35809803009033,19517.8187673681
1.67,1548.34687503818,18524.541015625,232786.203125,15.1158790588379,1369.3305624702,0,2.36985492706299,19457.0966233798
1.68,1543.52763178022,18423.76953125,231519.875,14.968189239502,1361.8815831833,0,2.38158440589905,19396.5362391188
1.69,1538.72097364906,18323.49609375,230259.796875,14.8221921920776,1354.46941158073,0,2.39328646659851,19336.1340041924
1.7,1533.92713774277,18223.724609375,229006.03125,14.6778697967529,1347.09430953165,0,2.40496134757996,19275.8928980624
1.71,1529.1461421181,18124.453125,227758.546875,14.5352010726929,1339.75615956462,0,2.4166088104248,19215.8131476363
1.72,1524.3776709912,18025.671875,226517.21875,14.3941564559937,1332.45430491117,0,2.42822909355164,19155.8907846583
1.73,1519.6219901655,17927.388671875,225282.15625,14.2547197341919,1325.18915546034,0,2.43982219696045,19096.129149312
1.74,1514.87881281423,17829.58984375,224053.1875,14.1168642044067,1317.95995773859,0,2.45138812065125,19036.5246372268
1.75,1510.14837597565,17732.28515625,222830.421875,13.9805727005005,1310.76715780323,0,2.4629271030426,18977.0802271124
1.76,1505.43042171734,17635.462890625,221613.71875,13.8458204269409,1303.61009077087,0,2.47443890571594,18917.7926776953
1.77,1500.72491101321,17539.123046875,220403.078125,13.7125873565674,1296.4886542723,0,2.48592376708984,18858.6614985593
1.78,1496.03197154932,17443.265625,219198.5,13.5808534622192,1289.40289005258,0,2.49738168716431,18799.6882942543
1.79,1491.3514550137,17347.884765625,217999.90625,13.4505987167358,1282.35241602174,0,2.50881266593933,18740.8712010376
1.8,1486.68346046479,17252.984375,216807.34375,13.3218030929565,1275.33737292871,0,2.5202169418335,18682.211463714
1.81,1482.02783974514,17158.556640625,215620.734375,13.1944456100464,1268.35731807416,0,2.5315945148468,18623.7072204824
1.82,1477.38461128709,17064.603515625,214440.09375,13.0685110092163,1261.41226162364,0,2.54294514656067,18565.3587029705
1.83,1472.75356994578,16971.115234375,213265.28125,12.9439725875854,1254.50165207325,0,2.55426931381226,18507.1633332525
1.84,1468.13487210647,16878.095703125,212096.359375,12.8208179473877,1247.62567995545,0,2.56556677818298,18449.1230765228
1.85,1463.52864545822,16785.546875,210933.359375,12.6990308761597,1240.784448465,0,2.57683753967285,18391.2395373696
1.86,1458.93457584725,16693.458984375,209776.15625,12.5785875320435,1233.97731498642,0,2.58808183670044,18333.5087680204
1.87,1454.35279108496,16601.83203125,208624.734375,12.45947265625,1227.20432178077,0,2.59929966926575,18275.9323746007
1.88,1449.78314352429,16510.6640625,207479.078125,12.3416681289673,1220.46521644627,0,2.61049103736877,18218.5085017231
1.89,1445.22545717966,16419.951171875,206339.15625,12.225154876709,1213.75966219873,0,2.6216561794281,18161.2349378879
1.9,1440.68016368733,16329.6953125,205204.953125,12.109920501709,1207.0880184507,0,2.63279485702515,18104.1171071953
1.91,1436.14681183345,16239.890625,204076.4375,11.9959440231323,1200.44965588639,0,2.64390730857849,18047.1493395259
1.92,1431.62566709468,16150.5390625,202953.625,11.8832120895386,1193.84479397751,0,2.65499353408813,17990.3349709573
1.93,1427.11644459748,16061.6328125,201836.390625,11.7717065811157,1187.27288302643,0,2.66605353355408,17933.6704216635
1.94,1422.61924383535,15973.173828125,200724.78125,11.6614112854004,1180.7340040217,0,2.6770875453949,17877.1569419167
1.95,1418.13422104994,15885.1630859375,199618.8125,11.5523147583008,1174.22825332926,0,2.68809533119202,17820.7964951069
1.96,1413.6609257875,15797.58984375,198518.328125,11.4443950653076,1167.75485384796,0,2.69907712936401,17764.5834206665
1.97,1409.1996234781,15710.4580078125,197423.390625,11.3376407623291,1161.3140860488,0,2.71003293991089,17708.5210540872
1.98,1404.75030456355,15623.765625,196333.984375,11.2320375442505,1154.90581675651,0,2.72096276283264,17652.6092752577
1.99,1400.31265645391,15537.505859375,195250.015625,11.1275663375854,1148.529509769,0,2.73186683654785,17596.8441560574
2,1395.88697283519,15451.6826171875,194171.53125,11.0242176055908,1142.18546776117,0,2.74274492263794,17541.229387053
2.01,1391.47307860955,15366.291015625,193098.46875,10.9219760894775,1135.87333016327,0,2.75359725952148,17485.7627679006
2.02,1387.07096443862,15281.3291015625,192030.8125,10.8208255767822,1129.59296565423,0,2.76442384719849,17430.4441812506
2.03,1382.68059273068,15196.794921875,190968.515625,10.7207527160645,1123.34422013261,0,2.77522492408752,17375.2731547118
2.04,1378.30184527842,15112.6845703125,189911.5625,10.6217432022095,1117.1268126844,0,2.78600025177002,17320.2482028477
2.05,1373.93482183738,15028.9990234375,188859.9375,10.5237855911255,1110.94079430975,0,2.79675006866455,17265.370579223
2.06,1369.57954143287,14945.7373046875,187813.640625,10.4268674850464,1104.78608835369,0,2.80747413635254,17210.6405229167
2.07,1365.23596661867,14862.896484375,186772.625,10.3309745788574,1098.66251080663,0,2.81817269325256,17156.0575633659
2.08,1360.90378581937,14780.4697265625,185736.828125,10.2360916137695,1092.5695342401,0,2.8288459777832,17101.6177851994
2.09,1356.58329244706,14698.4609375,184706.265625,10.1422080993652,1086.50745850743,0,2.83949375152588,17047.3248755413
2.1,1352.27431215848,14616.865234375,183680.90625,10.0493116378784,1080.47592918682,0,2.85011625289917,16993.1766435303
2.11,1347.97683598228,14535.681640625,182660.71875,9.95738983154297,1074.47484883287,0,2.86071348190308,16939.172976429
2.12,1343.69085496849,14454.908203125,181645.703125,9.86642932891846,1068.50408925041,0,2.8712854385376,16885.3137617687
2.13,1339.41636018843,14374.54296875,180635.796875,9.77642059326172,1062.5635224264,0,2.88183212280273,16831.5988873484
2.14,1335.15334273482,14294.5859375,179631.03125,9.68735122680664,1056.65308239419,0,2.89235353469849,16778.0282412358
2.15,1330.90162870796,14215.0302734375,178631.296875,9.59920692443848,1050.77235656125,0,2.90284991264343,16724.5996381435
2.16,1326.66134624894,14135.8779296875,177636.640625,9.5119800567627,1044.92145003225,0,2.91332125663757,16671.3146883395
2.17,1322.43248655596,14057.1279296875,176647.046875,9.42565727233887,1039.10026664083,0,2.92376756668091,16618.1732812173
2.18,1318.21490402286,13978.7763671875,175662.453125,9.34022808074951,1033.30851034989,0,2.93418884277344,16565.1735870359
2.19,1314.00856192296,13900.8203125,174682.828125,9.25568103790283,1027.54600238705,0,2.94458532333374,16512.3151442747
2.2,1309.81347967729,13823.2587890625,173708.15625,9.17200469970703,1021.81267001531,0,2.95495676994324,16459.5981969854
2.21,1305.62975737147,13746.091796875,172738.453125,9.08919143676758,1016.10853415529,0,2.96530342102051,16407.0240028806
2.22,1301.45724963405,13669.3173828125,171773.671875,9.00722885131836,1010.43336264052,0,2.97562527656555,16354.5907351694
2.23,1297.29581122348,13592.9296875,170813.75,8.92610454559326,1004.78680085492,0,2.98592233657837,16302.2965686928
2.24,1293.14554236968,13516.9296875,169858.71875,8.84581089019775,999.168901548572,0,2.99619483947754,16250.142762977
2.25,1289.00646256885,13441.31640625,168908.53125,8.76633834838867,993.57959272319,0,3.00644254684448,16198.1295630184
2.26,1284.87853537597,13366.0888671875,167963.1875,8.68767642974854,988.018759312222,0,3.01666569709778,16146.2565108354
2.27,1280.76161578043,13291.2412109375,167022.625,8.60981464385986,982.486048668581,0,3.02686429023743,16094.5217841715
2.28,1276.65569545314,13216.7734375,166086.84375,8.53274250030518,976.981399499057,0,3.03703832626343,16042.9252783601
2.29,1272.56087469884,13142.685546875,165155.828125,8.45645332336426,971.50483359532,0,3.04718804359436,15991.4682538676
2.3,1268.47703658794,13068.9736328125,164229.53125,8.38093566894531,966.056082929531,0,3.05731320381165,15940.1492413135
2.31,1264.40400849227,12995.634765625,163307.921875,8.30617904663086,960.634869038882,0,3.06741404533386,15888.966071389
2.32,1260.34205517602,12922.6708984375,162391.03125,8.23217868804932,955.241400985263,0,3.07749056816101,15837.9220712182
2.33,1256.29116837015,12850.0810546875,161478.84375,8.1589241027832,949.875586745862,0,3.08754277229309,15787.0171368892
2.34,1252.25090279983,12777.8564453125,160571.25,8.08640289306641,944.536757371238,0,3.09757089614868,15736.2456729149
2.35,1248.22168744768,12706.00390625,159668.328125,8.01461124420166,939.225399998255,0,3.1075747013092,15685.6130700486
2.36,1244.20307726371,12634.5126953125,158769.9375,7.94353628158569,933.94078586981,0,3.11755442619324,15635.1137356283
2.37,1240.19547327834,12563.3896484375,157876.171875,7.87317371368408,928.683379892206,0,3.12751007080078,15584.7527091498
2.38,1236.19859478568,12492.6279296875,156986.953125,7.80351257324219,923.452701835547,0,3.13744163513184,15534.5264631598
